"","X","Dataset","Fold","Repeat","Method","MethodType","AUC","Popt","ACC"
"8087",2287,"columba","Fold-101","Rep-4","Logistic","R-ee",0.711500773594636,0.857301676577031,0.657142857142857
"8088",2288,"columba","Fold-101","Rep-4","Logistic","R-dd",0.711500773594636,0.63138123564288,0.447619047619048
"8089",2289,"columba","Fold-101","Rep-4","RandomForest","R-non-EA",0.700825167612171,0.614589982247342,0.4
"8090",2290,"columba","Fold-101","Rep-4","RandomForest","R-ad",0.700825167612171,0.773687676143842,0.533333333333333
"8091",2291,"columba","Fold-101","Rep-4","RandomForest","R-ee",0.700825167612171,0.852441825125894,0.685714285714286
"8092",2292,"columba","Fold-101","Rep-4","RandomForest","R-dd",0.700825167612171,0.665562499030789,0.495238095238095
"8093",2293,"columba","Fold-101","Rep-4","SMO","R-non-EA",0.676757778923844,0.591232589274742,0.323809523809524
"8094",2294,"columba","Fold-101","Rep-4","SMO","R-ad",0.676757778923844,0.660837199643519,0.447619047619048
"8095",2295,"columba","Fold-101","Rep-4","SMO","R-ee",0.676757778923844,0.660837199643519,0.447619047619048
"8096",2296,"columba","Fold-101","Rep-4","SMO","R-dd",0.676757778923844,0.63117856656171,0.447619047619048
"8097",2297,"columba","Fold-101","Rep-4","J48","R-non-EA",0.657641395908544,0.550659263281784,0.304761904761905
"8098",2298,"columba","Fold-101","Rep-4","J48","R-ad",0.657641395908544,0.755486149273129,0.476190476190476
"8099",2299,"columba","Fold-101","Rep-4","J48","R-ee",0.657641395908544,0.818446411775266,0.657142857142857
"8100",2300,"columba","Fold-101","Rep-4","J48","R-dd",0.657641395908544,0.633586207191289,0.476190476190476
"8101",2301,"columba","Fold-101","Rep-4","Ridor","R-non-EA",0.586711363245659,0.592042424246605,0.314285714285714
"8102",2302,"columba","Fold-101","Rep-4","Ridor","R-ad",0.586711363245659,0.59943942256943,0.314285714285714
"8103",2303,"columba","Fold-101","Rep-4","Ridor","R-ee",0.586711363245659,0.59943942256943,0.314285714285714
"8104",2304,"columba","Fold-101","Rep-4","Ridor","R-dd",0.586711363245659,0.469526065681698,0.276190476190476
"8105",2305,"columba","Fold-101","Rep-4","IBk","R-non-EA",0.692023379749012,0.634516298029898,0.352380952380952
"8106",2306,"columba","Fold-101","Rep-4","IBk","R-ad",0.692023379749012,0.794639951241747,0.552380952380952
"8107",2307,"columba","Fold-101","Rep-4","IBk","R-ee",0.692023379749012,0.852126468765573,0.695238095238095
"8108",2308,"columba","Fold-101","Rep-4","IBk","R-dd",0.692023379749012,0.643768432539936,0.476190476190476
"8109",2309,"columba","Fold-101","Rep-4","NS.UP","R-unsup",0.501650335224342,0.0576294786814333,0
"8110",2310,"columba","Fold-101","Rep-4","ND.UP","R-unsup",0.676603059996562,0.385209030529804,0
"8111",2311,"columba","Fold-101","Rep-4","NF.UP","R-unsup",0.712050885336084,0.390151295043308,0
"8112",2312,"columba","Fold-101","Rep-4","Entropy.UP","R-unsup",0.415214027849407,0.488704776795571,0
"8113",2313,"columba","Fold-101","Rep-4","LT.UP","R-unsup",0.68384046759498,0.526016056803698,0.247619047619048
"8114",2314,"columba","Fold-101","Rep-4","FIX.UP","R-unsup",0.554237579508338,0.216198215118904,0
"8115",2315,"columba","Fold-101","Rep-4","NDEV.UP","R-unsup",0.509609764483411,0.610172470375589,0.447619047619048
"8116",2316,"columba","Fold-101","Rep-4","AGE.UP","R-unsup",0.493742478941035,0.674894523601679,0.485714285714286
"8117",2317,"columba","Fold-101","Rep-4","NUC.UP","R-unsup",0.401254942410177,0.506764182962185,0.0571428571428571
"8118",2318,"columba","Fold-101","Rep-4","EXP.UP","R-unsup",0.520096269554753,0.551385843755108,0.180952380952381
"8119",2319,"columba","Fold-101","Rep-4","REXP.UP","R-unsup",0.508939315798522,0.540551881818,0.180952380952381
"8120",2320,"columba","Fold-101","Rep-4","SEXP.UP","R-unsup",0.504693140794224,0.588283376477203,0.2
"8121",2321,"columba","Fold-11","Rep-5","EALR","EALR",0.481316693796347,0.676234109823459,0.412371134020619
"8123",2323,"columba","Fold-11","Rep-5","NaiveBayes","R-non-EA",0.696328449990957,0.550628670847084,0.319587628865979
"8124",2324,"columba","Fold-11","Rep-5","NaiveBayes","R-ad",0.696328449990957,0.704860673644208,0.43298969072165
"8125",2325,"columba","Fold-11","Rep-5","NaiveBayes","R-ee",0.696328449990957,0.777434855360444,0.56701030927835
"8126",2326,"columba","Fold-11","Rep-5","NaiveBayes","R-dd",0.696328449990957,0.593888922351356,0.422680412371134
"8127",2327,"columba","Fold-11","Rep-5","SimpleLogistic","R-non-EA",0.72316874660879,0.592700408844386,0.34020618556701
"8128",2328,"columba","Fold-11","Rep-5","SimpleLogistic","R-ad",0.72316874660879,0.788937512592188,0.56701030927835
"8129",2329,"columba","Fold-11","Rep-5","SimpleLogistic","R-ee",0.72316874660879,0.806117102328988,0.56701030927835
"8130",2330,"columba","Fold-11","Rep-5","SimpleLogistic","R-dd",0.72316874660879,0.646569650357288,0.484536082474227
"8131",2331,"columba","Fold-11","Rep-5","LMT","R-non-EA",0.72316874660879,0.592700408844386,0.34020618556701
"8132",2332,"columba","Fold-11","Rep-5","LMT","R-ad",0.72316874660879,0.788937512592188,0.56701030927835
"8133",2333,"columba","Fold-11","Rep-5","LMT","R-ee",0.72316874660879,0.806117102328988,0.56701030927835
"8134",2334,"columba","Fold-11","Rep-5","LMT","R-dd",0.72316874660879,0.646569650357288,0.484536082474227
"8135",2335,"columba","Fold-11","Rep-5","RBFNetwork","R-non-EA",0.684409477301501,0.388484197921172,0.134020618556701
"8136",2336,"columba","Fold-11","Rep-5","RBFNetwork","R-ad",0.684409477301501,0.779711470407952,0.577319587628866
"8137",2337,"columba","Fold-11","Rep-5","RBFNetwork","R-ee",0.684409477301501,0.808192893329815,0.54639175257732
"8138",2338,"columba","Fold-11","Rep-5","RBFNetwork","R-dd",0.684409477301501,0.356580549581712,0.247422680412371
"8139",2339,"columba","Fold-11","Rep-5","JRip","R-non-EA",0.631036353771026,0.546057183941049,0.257731958762887
"8140",2340,"columba","Fold-11","Rep-5","JRip","R-ad",0.631036353771026,0.760680647671764,0.45360824742268
"8141",2341,"columba","Fold-11","Rep-5","JRip","R-ee",0.631036353771026,0.793466096328136,0.587628865979381
"8142",2342,"columba","Fold-11","Rep-5","JRip","R-dd",0.631036353771026,0.626639683260539,0.474226804123711
"8143",2343,"columba","Fold-11","Rep-5","Logistic","R-non-EA",0.722626153011394,0.607380651235196,0.298969072164948
"8144",2344,"columba","Fold-11","Rep-5","Logistic","R-ad",0.722626153011394,0.792005557281073,0.54639175257732
"8145",2345,"columba","Fold-11","Rep-5","Logistic","R-ee",0.722626153011394,0.807513742735455,0.56701030927835
"8146",2346,"columba","Fold-11","Rep-5","Logistic","R-dd",0.722626153011394,0.644817003587602,0.474226804123711
"8147",2347,"columba","Fold-11","Rep-5","RandomForest","R-non-EA",0.738433713148852,0.675799599548004,0.371134020618557
"8148",2348,"columba","Fold-11","Rep-5","RandomForest","R-ad",0.738433713148852,0.811330313659212,0.556701030927835
"8149",2349,"columba","Fold-11","Rep-5","RandomForest","R-ee",0.738433713148852,0.8229945430257,0.587628865979381
"8150",2350,"columba","Fold-11","Rep-5","RandomForest","R-dd",0.738433713148852,0.728426470134379,0.536082474226804
"8151",2351,"columba","Fold-11","Rep-5","SMO","R-non-EA",0.646771568095496,0.524605517526725,0.247422680412371
"8152",2352,"columba","Fold-11","Rep-5","SMO","R-ad",0.646771568095496,0.615150718437181,0.422680412371134
"8153",2353,"columba","Fold-11","Rep-5","SMO","R-ee",0.646771568095496,0.615150718437181,0.422680412371134
"8154",2354,"columba","Fold-11","Rep-5","SMO","R-dd",0.646771568095496,0.592060510072441,0.422680412371134
"8155",2355,"columba","Fold-11","Rep-5","J48","R-non-EA",0.641797793452704,0.627743303090531,0.360824742268041
"8156",2356,"columba","Fold-11","Rep-5","J48","R-ad",0.641797793452704,0.744178382975039,0.494845360824742
"8157",2357,"columba","Fold-11","Rep-5","J48","R-ee",0.641797793452704,0.775495077097795,0.525773195876289
"8158",2358,"columba","Fold-11","Rep-5","J48","R-dd",0.641797793452704,0.694005217811372,0.474226804123711
"8159",2359,"columba","Fold-11","Rep-5","Ridor","R-non-EA",0.627563754747694,0.594447578517426,0.319587628865979
"8160",2360,"columba","Fold-11","Rep-5","Ridor","R-ad",0.627563754747694,0.632060108497355,0.381443298969072
"8161",2361,"columba","Fold-11","Rep-5","Ridor","R-ee",0.627563754747694,0.632060108497355,0.381443298969072
"8162",2362,"columba","Fold-11","Rep-5","Ridor","R-dd",0.627563754747694,0.59011160344462,0.381443298969072
"8163",2363,"columba","Fold-11","Rep-5","IBk","R-non-EA",0.677572797974317,0.635688635036406,0.34020618556701
"8164",2364,"columba","Fold-11","Rep-5","IBk","R-ad",0.677572797974317,0.7678372886371,0.525773195876289
"8165",2365,"columba","Fold-11","Rep-5","IBk","R-ee",0.677572797974317,0.795873247128699,0.536082474226804
"8166",2366,"columba","Fold-11","Rep-5","IBk","R-dd",0.677572797974317,0.654592573505791,0.45360824742268
"8167",2367,"columba","Fold-11","Rep-5","NS.UP","R-unsup",0.488171459576777,0.0245598754945795,0
"8168",2368,"columba","Fold-11","Rep-5","ND.UP","R-unsup",0.67069994574064,0.410140339492276,0
"8169",2369,"columba","Fold-11","Rep-5","NF.UP","R-unsup",0.699764876107795,0.436408132935061,0
"8170",2370,"columba","Fold-11","Rep-5","Entropy.UP","R-unsup",0.413275456682944,0.553595390577479,0
"8171",2371,"columba","Fold-11","Rep-5","LT.UP","R-unsup",0.732139627419063,0.507692476088658,0.185567010309278
"8172",2372,"columba","Fold-11","Rep-5","FIX.UP","R-unsup",0.500397901971423,0.226711249602917,0
"8173",2373,"columba","Fold-11","Rep-5","NDEV.UP","R-unsup",0.571351058057515,0.570699214640186,0.34020618556701
"8174",2374,"columba","Fold-11","Rep-5","AGE.UP","R-unsup",0.532410924217761,0.693888374648011,0.494845360824742
"8175",2375,"columba","Fold-11","Rep-5","NUC.UP","R-unsup",0.406113221197323,0.544928917378599,0.0824742268041237
"8176",2376,"columba","Fold-11","Rep-5","EXP.UP","R-unsup",0.507433532284319,0.517627792562282,0.237113402061856
"8177",2377,"columba","Fold-11","Rep-5","REXP.UP","R-unsup",0.507397359377826,0.514496762120295,0.22680412371134
"8178",2378,"columba","Fold-11","Rep-5","SEXP.UP","R-unsup",0.527889310906131,0.523476338311944,0.247422680412371
"8179",2379,"columba","Fold-21","Rep-5","EALR","EALR",0.600749625187406,0.701180116361982,0.5
"8181",2381,"columba","Fold-21","Rep-5","NaiveBayes","R-non-EA",0.67732383808096,0.532893202964037,0.271739130434783
"8182",2382,"columba","Fold-21","Rep-5","NaiveBayes","R-ad",0.67732383808096,0.695760908071224,0.434782608695652
"8183",2383,"columba","Fold-21","Rep-5","NaiveBayes","R-ee",0.67732383808096,0.826895594678228,0.652173913043478
"8184",2384,"columba","Fold-21","Rep-5","NaiveBayes","R-dd",0.67732383808096,0.54281400199422,0.402173913043478
"8185",2385,"columba","Fold-21","Rep-5","SimpleLogistic","R-non-EA",0.676986506746627,0.579408700948061,0.369565217391304
"8186",2386,"columba","Fold-21","Rep-5","SimpleLogistic","R-ad",0.676986506746627,0.783450730801168,0.489130434782609
"8187",2387,"columba","Fold-21","Rep-5","SimpleLogistic","R-ee",0.676986506746627,0.841302001446301,0.673913043478261
"8188",2388,"columba","Fold-21","Rep-5","SimpleLogistic","R-dd",0.676986506746627,0.579981271652602,0.423913043478261
"8189",2389,"columba","Fold-21","Rep-5","LMT","R-non-EA",0.698425787106447,0.577935435977318,0.358695652173913
"8190",2390,"columba","Fold-21","Rep-5","LMT","R-ad",0.698425787106447,0.784225440665623,0.5
"8191",2391,"columba","Fold-21","Rep-5","LMT","R-ee",0.698425787106447,0.841773972751421,0.66304347826087
"8192",2392,"columba","Fold-21","Rep-5","LMT","R-dd",0.698425787106447,0.559956338040257,0.423913043478261
"8193",2393,"columba","Fold-21","Rep-5","RBFNetwork","R-non-EA",0.578785607196402,0.580775725349706,0.33695652173913
"8194",2394,"columba","Fold-21","Rep-5","RBFNetwork","R-ad",0.578785607196402,0.821479206951159,0.673913043478261
"8195",2395,"columba","Fold-21","Rep-5","RBFNetwork","R-ee",0.578785607196402,0.831782660013172,0.684782608695652
"8196",2396,"columba","Fold-21","Rep-5","RBFNetwork","R-dd",0.578785607196402,0.676818123744512,0.543478260869565
"8197",2397,"columba","Fold-21","Rep-5","JRip","R-non-EA",0.633770614692654,0.556448519505596,0.304347826086957
"8198",2398,"columba","Fold-21","Rep-5","JRip","R-ad",0.633770614692654,0.773062661346239,0.380434782608696
"8199",2399,"columba","Fold-21","Rep-5","JRip","R-ee",0.633770614692654,0.837745293451822,0.673913043478261
"8200",2400,"columba","Fold-21","Rep-5","JRip","R-dd",0.633770614692654,0.532343196565527,0.380434782608696
"8201",2401,"columba","Fold-21","Rep-5","Logistic","R-non-EA",0.699775112443778,0.595851541695987,0.369565217391304
"8202",2402,"columba","Fold-21","Rep-5","Logistic","R-ad",0.699775112443778,0.794894624529919,0.521739130434783
"8203",2403,"columba","Fold-21","Rep-5","Logistic","R-ee",0.699775112443778,0.845826156608586,0.684782608695652
"8204",2404,"columba","Fold-21","Rep-5","Logistic","R-dd",0.699775112443778,0.579529044171947,0.434782608695652
"8205",2405,"columba","Fold-21","Rep-5","RandomForest","R-non-EA",0.74818215892054,0.666888863064744,0.402173913043478
"8206",2406,"columba","Fold-21","Rep-5","RandomForest","R-ad",0.74818215892054,0.789935165140452,0.58695652173913
"8207",2407,"columba","Fold-21","Rep-5","RandomForest","R-ee",0.74818215892054,0.838416583291703,0.684782608695652
"8208",2408,"columba","Fold-21","Rep-5","RandomForest","R-dd",0.74818215892054,0.679283280620761,0.521739130434783
"8209",2409,"columba","Fold-21","Rep-5","SMO","R-non-EA",0.636206896551724,0.534697411907389,0.304347826086957
"8210",2410,"columba","Fold-21","Rep-5","SMO","R-ad",0.636206896551724,0.601141944951209,0.423913043478261
"8211",2411,"columba","Fold-21","Rep-5","SMO","R-ee",0.636206896551724,0.601141944951209,0.423913043478261
"8212",2412,"columba","Fold-21","Rep-5","SMO","R-dd",0.636206896551724,0.569264138504174,0.423913043478261
"8213",2413,"columba","Fold-21","Rep-5","J48","R-non-EA",0.653898050974513,0.569545253018949,0.304347826086957
"8214",2414,"columba","Fold-21","Rep-5","J48","R-ad",0.653898050974513,0.755878017219959,0.510869565217391
"8215",2415,"columba","Fold-21","Rep-5","J48","R-ee",0.653898050974513,0.840702165440641,0.684782608695652
"8216",2416,"columba","Fold-21","Rep-5","J48","R-dd",0.653898050974513,0.560353094770747,0.423913043478261
"8217",2417,"columba","Fold-21","Rep-5","Ridor","R-non-EA",0.594115442278861,0.47868325644677,0.239130434782609
"8218",2418,"columba","Fold-21","Rep-5","Ridor","R-ad",0.594115442278861,0.626379246788841,0.478260869565217
"8219",2419,"columba","Fold-21","Rep-5","Ridor","R-ee",0.594115442278861,0.626379246788841,0.478260869565217
"8220",2420,"columba","Fold-21","Rep-5","Ridor","R-dd",0.594115442278861,0.611156762156777,0.478260869565217
"8221",2421,"columba","Fold-21","Rep-5","IBk","R-non-EA",0.679928785607196,0.622155949847164,0.326086956521739
"8222",2422,"columba","Fold-21","Rep-5","IBk","R-ad",0.679928785607196,0.762845704899122,0.543478260869565
"8223",2423,"columba","Fold-21","Rep-5","IBk","R-ee",0.679928785607196,0.82007363502329,0.66304347826087
"8224",2424,"columba","Fold-21","Rep-5","IBk","R-dd",0.679928785607196,0.640031627720846,0.489130434782609
"8225",2425,"columba","Fold-21","Rep-5","NS.UP","R-unsup",0.504610194902549,0.0690535377206857,0
"8226",2426,"columba","Fold-21","Rep-5","ND.UP","R-unsup",0.429329085457271,0.406014719366309,0
"8227",2427,"columba","Fold-21","Rep-5","NF.UP","R-unsup",0.636450524737631,0.417114506507508,0
"8228",2428,"columba","Fold-21","Rep-5","Entropy.UP","R-unsup",0.474175412293853,0.5109982474382,0
"8229",2429,"columba","Fold-21","Rep-5","LT.UP","R-unsup",0.628898050974513,0.571139801124865,0.293478260869565
"8230",2430,"columba","Fold-21","Rep-5","FIX.UP","R-unsup",0.518515742128935,0.251138560259339,0
"8231",2431,"columba","Fold-21","Rep-5","NDEV.UP","R-unsup",0.52623688155922,0.587117251973381,0.456521739130435
"8232",2432,"columba","Fold-21","Rep-5","AGE.UP","R-unsup",0.538174662668666,0.676521026128824,0.521739130434783
"8233",2433,"columba","Fold-21","Rep-5","NUC.UP","R-unsup",0.462237631184408,0.502291223065715,0.0652173913043478
"8234",2434,"columba","Fold-21","Rep-5","EXP.UP","R-unsup",0.523032233883059,0.506489135260326,0.217391304347826
"8235",2435,"columba","Fold-21","Rep-5","REXP.UP","R-unsup",0.535232383808096,0.499479139230061,0.206521739130435
"8236",2436,"columba","Fold-21","Rep-5","SEXP.UP","R-unsup",0.570502248875562,0.485821117215249,0.206521739130435
"8237",2437,"columba","Fold-31","Rep-5","EALR","EALR",0.573249113475177,0.670894545346202,0.446808510638298
"8239",2439,"columba","Fold-31","Rep-5","NaiveBayes","R-non-EA",0.702275413711584,0.508460300258175,0.223404255319149
"8240",2440,"columba","Fold-31","Rep-5","NaiveBayes","R-ad",0.702275413711584,0.709908200743492,0.446808510638298
"8241",2441,"columba","Fold-31","Rep-5","NaiveBayes","R-ee",0.702275413711584,0.812243322538425,0.638297872340426
"8242",2442,"columba","Fold-31","Rep-5","NaiveBayes","R-dd",0.702275413711584,0.572972231638811,0.425531914893617
"8243",2443,"columba","Fold-31","Rep-5","SimpleLogistic","R-non-EA",0.681183510638298,0.539967169983565,0.265957446808511
"8244",2444,"columba","Fold-31","Rep-5","SimpleLogistic","R-ad",0.681183510638298,0.768901264413445,0.51063829787234
"8245",2445,"columba","Fold-31","Rep-5","SimpleLogistic","R-ee",0.681183510638298,0.821015306296124,0.627659574468085
"8246",2446,"columba","Fold-31","Rep-5","SimpleLogistic","R-dd",0.681183510638298,0.612100185458292,0.468085106382979
"8247",2447,"columba","Fold-31","Rep-5","LMT","R-non-EA",0.679484338061466,0.527930640077217,0.25531914893617
"8248",2448,"columba","Fold-31","Rep-5","LMT","R-ad",0.679484338061466,0.753657337825125,0.51063829787234
"8249",2449,"columba","Fold-31","Rep-5","LMT","R-ee",0.679484338061466,0.820670651818558,0.627659574468085
"8250",2450,"columba","Fold-31","Rep-5","LMT","R-dd",0.679484338061466,0.587164610290653,0.436170212765957
"8251",2451,"columba","Fold-31","Rep-5","RBFNetwork","R-non-EA",0.672466016548463,0.412823080768144,0.159574468085106
"8252",2452,"columba","Fold-31","Rep-5","RBFNetwork","R-ad",0.672466016548463,0.778301890930241,0.638297872340426
"8253",2453,"columba","Fold-31","Rep-5","RBFNetwork","R-ee",0.672466016548463,0.82654560379382,0.659574468085106
"8254",2454,"columba","Fold-31","Rep-5","RBFNetwork","R-dd",0.672466016548463,0.385566363208297,0.265957446808511
"8255",2455,"columba","Fold-31","Rep-5","JRip","R-non-EA",0.665226063829787,0.513495596490267,0.265957446808511
"8256",2456,"columba","Fold-31","Rep-5","JRip","R-ad",0.665226063829787,0.779613688050968,0.478723404255319
"8257",2457,"columba","Fold-31","Rep-5","JRip","R-ee",0.665226063829787,0.819471394945373,0.617021276595745
"8258",2458,"columba","Fold-31","Rep-5","JRip","R-dd",0.665226063829787,0.621033066676916,0.478723404255319
"8259",2459,"columba","Fold-31","Rep-5","Logistic","R-non-EA",0.68147901891253,0.535863847495417,0.25531914893617
"8260",2460,"columba","Fold-31","Rep-5","Logistic","R-ad",0.68147901891253,0.763477352615339,0.51063829787234
"8261",2461,"columba","Fold-31","Rep-5","Logistic","R-ee",0.68147901891253,0.822017617776625,0.648936170212766
"8262",2462,"columba","Fold-31","Rep-5","Logistic","R-dd",0.68147901891253,0.596078148665235,0.446808510638298
"8263",2463,"columba","Fold-31","Rep-5","RandomForest","R-non-EA",0.687407653664303,0.598683279335224,0.340425531914894
"8264",2464,"columba","Fold-31","Rep-5","RandomForest","R-ad",0.687407653664303,0.759479536587278,0.531914893617021
"8265",2465,"columba","Fold-31","Rep-5","RandomForest","R-ee",0.687407653664303,0.82756989578464,0.659574468085106
"8266",2466,"columba","Fold-31","Rep-5","RandomForest","R-dd",0.687407653664303,0.64682764026136,0.5
"8267",2467,"columba","Fold-31","Rep-5","SMO","R-non-EA",0.651706560283688,0.487546280056323,0.191489361702128
"8268",2468,"columba","Fold-31","Rep-5","SMO","R-ad",0.651706560283688,0.60931569389432,0.436170212765957
"8269",2469,"columba","Fold-31","Rep-5","SMO","R-ee",0.651706560283688,0.60931569389432,0.436170212765957
"8270",2470,"columba","Fold-31","Rep-5","SMO","R-dd",0.651706560283688,0.587926015413616,0.436170212765957
"8271",2471,"columba","Fold-31","Rep-5","J48","R-non-EA",0.63103945035461,0.52113778181252,0.265957446808511
"8272",2472,"columba","Fold-31","Rep-5","J48","R-ad",0.63103945035461,0.727016074790797,0.478723404255319
"8273",2473,"columba","Fold-31","Rep-5","J48","R-ee",0.63103945035461,0.787298075967822,0.595744680851064
"8274",2474,"columba","Fold-31","Rep-5","J48","R-dd",0.63103945035461,0.633497776889127,0.48936170212766
"8275",2475,"columba","Fold-31","Rep-5","Ridor","R-non-EA",0.610741725768322,0.515182820779909,0.265957446808511
"8276",2476,"columba","Fold-31","Rep-5","Ridor","R-ad",0.610741725768322,0.538254448239999,0.297872340425532
"8277",2477,"columba","Fold-31","Rep-5","Ridor","R-ee",0.610741725768322,0.538254448239999,0.297872340425532
"8278",2478,"columba","Fold-31","Rep-5","Ridor","R-dd",0.610741725768322,0.465246608228926,0.297872340425532
"8279",2479,"columba","Fold-31","Rep-5","IBk","R-non-EA",0.673962027186761,0.600390725730966,0.340425531914894
"8280",2480,"columba","Fold-31","Rep-5","IBk","R-ad",0.673962027186761,0.751103202097179,0.5
"8281",2481,"columba","Fold-31","Rep-5","IBk","R-ee",0.673962027186761,0.80382390615714,0.617021276595745
"8282",2482,"columba","Fold-31","Rep-5","IBk","R-dd",0.673962027186761,0.624549949032473,0.478723404255319
"8283",2483,"columba","Fold-31","Rep-5","NS.UP","R-unsup",0.487477836879433,0.0406384548674621,0
"8284",2484,"columba","Fold-31","Rep-5","ND.UP","R-unsup",0.659980791962175,0.421805197908417,0
"8285",2485,"columba","Fold-31","Rep-5","NF.UP","R-unsup",0.671394799054374,0.448093014338519,0
"8286",2486,"columba","Fold-31","Rep-5","Entropy.UP","R-unsup",0.428800975177305,0.541584056355575,0
"8287",2487,"columba","Fold-31","Rep-5","LT.UP","R-unsup",0.654661643026005,0.571732530438384,0.276595744680851
"8288",2488,"columba","Fold-31","Rep-5","FIX.UP","R-unsup",0.506981382978723,0.218743048884576,0
"8289",2489,"columba","Fold-31","Rep-5","NDEV.UP","R-unsup",0.51599438534279,0.582404510005022,0.382978723404255
"8290",2490,"columba","Fold-31","Rep-5","AGE.UP","R-unsup",0.492519946808511,0.66231950684633,0.425531914893617
"8291",2491,"columba","Fold-31","Rep-5","NUC.UP","R-unsup",0.454343971631206,0.521238012772779,0.0851063829787234
"8292",2492,"columba","Fold-31","Rep-5","EXP.UP","R-unsup",0.535128546099291,0.540231815276757,0.223404255319149
"8293",2493,"columba","Fold-31","Rep-5","REXP.UP","R-unsup",0.509290041371158,0.530802174445796,0.202127659574468
"8294",2494,"columba","Fold-31","Rep-5","SEXP.UP","R-unsup",0.534833037825059,0.546949939766368,0.191489361702128
"8295",2495,"columba","Fold-41","Rep-5","EALR","EALR",0.618881118881119,0.703123258862509,0.489583333333333
"8297",2497,"columba","Fold-41","Rep-5","NaiveBayes","R-non-EA",0.683857808857809,0.492996060411079,0.25
"8298",2498,"columba","Fold-41","Rep-5","NaiveBayes","R-ad",0.683857808857809,0.681531329333051,0.458333333333333
"8299",2499,"columba","Fold-41","Rep-5","NaiveBayes","R-ee",0.683857808857809,0.808091401959838,0.65625
"8300",2500,"columba","Fold-41","Rep-5","NaiveBayes","R-dd",0.683857808857809,0.588158032751992,0.447916666666667
"8301",2501,"columba","Fold-41","Rep-5","SimpleLogistic","R-non-EA",0.735485868298368,0.550549138987535,0.28125
"8302",2502,"columba","Fold-41","Rep-5","SimpleLogistic","R-ad",0.735485868298368,0.800899827716528,0.572916666666667
"8303",2503,"columba","Fold-41","Rep-5","SimpleLogistic","R-ee",0.735485868298368,0.8453110969027,0.65625
"8304",2504,"columba","Fold-41","Rep-5","SimpleLogistic","R-dd",0.735485868298368,0.643425899856444,0.510416666666667
"8305",2505,"columba","Fold-41","Rep-5","LMT","R-non-EA",0.739073426573427,0.580331449922501,0.28125
"8306",2506,"columba","Fold-41","Rep-5","LMT","R-ad",0.739073426573427,0.801475022560109,0.65625
"8307",2507,"columba","Fold-41","Rep-5","LMT","R-ee",0.739073426573427,0.855716224169823,0.6875
"8308",2508,"columba","Fold-41","Rep-5","LMT","R-dd",0.739073426573427,0.587907306830916,0.447916666666667
"8309",2509,"columba","Fold-41","Rep-5","RBFNetwork","R-non-EA",0.620265151515151,0.361731188989976,0.125
"8310",2510,"columba","Fold-41","Rep-5","RBFNetwork","R-ad",0.620265151515151,0.79218423294829,0.6875
"8311",2511,"columba","Fold-41","Rep-5","RBFNetwork","R-ee",0.620265151515151,0.836584850324647,0.645833333333333
"8312",2512,"columba","Fold-41","Rep-5","RBFNetwork","R-dd",0.620265151515151,0.379636791544339,0.270833333333333
"8313",2513,"columba","Fold-41","Rep-5","JRip","R-non-EA",0.673004079254079,0.532039663960348,0.25
"8314",2514,"columba","Fold-41","Rep-5","JRip","R-ad",0.673004079254079,0.788821555373215,0.458333333333333
"8315",2515,"columba","Fold-41","Rep-5","JRip","R-ee",0.673004079254079,0.840781642338288,0.677083333333333
"8316",2516,"columba","Fold-41","Rep-5","JRip","R-dd",0.673004079254079,0.592642422276683,0.458333333333333
"8317",2517,"columba","Fold-41","Rep-5","Logistic","R-non-EA",0.74333479020979,0.564321040671173,0.270833333333333
"8318",2518,"columba","Fold-41","Rep-5","Logistic","R-ad",0.74333479020979,0.802522172161773,0.572916666666667
"8319",2519,"columba","Fold-41","Rep-5","Logistic","R-ee",0.74333479020979,0.848645096665569,0.666666666666667
"8320",2520,"columba","Fold-41","Rep-5","Logistic","R-dd",0.74333479020979,0.62244931407949,0.489583333333333
"8321",2521,"columba","Fold-41","Rep-5","RandomForest","R-non-EA",0.749144085081585,0.641207876538777,0.364583333333333
"8322",2522,"columba","Fold-41","Rep-5","RandomForest","R-ad",0.749144085081585,0.807211403056554,0.614583333333333
"8323",2523,"columba","Fold-41","Rep-5","RandomForest","R-ee",0.749144085081585,0.852189673462032,0.677083333333333
"8324",2524,"columba","Fold-41","Rep-5","RandomForest","R-dd",0.749144085081585,0.689302195347158,0.541666666666667
"8325",2525,"columba","Fold-41","Rep-5","SMO","R-non-EA",0.664044289044289,0.475182227054406,0.177083333333333
"8326",2526,"columba","Fold-41","Rep-5","SMO","R-ad",0.664044289044289,0.61704559612649,0.447916666666667
"8327",2527,"columba","Fold-41","Rep-5","SMO","R-ee",0.664044289044289,0.61704559612649,0.447916666666667
"8328",2528,"columba","Fold-41","Rep-5","SMO","R-dd",0.664044289044289,0.59031050694396,0.447916666666667
"8329",2529,"columba","Fold-41","Rep-5","J48","R-non-EA",0.737270541958042,0.603078685477787,0.3125
"8330",2530,"columba","Fold-41","Rep-5","J48","R-ad",0.737270541958042,0.800676960152205,0.645833333333333
"8331",2531,"columba","Fold-41","Rep-5","J48","R-ee",0.737270541958042,0.848567256901893,0.65625
"8332",2532,"columba","Fold-41","Rep-5","J48","R-dd",0.737270541958042,0.703105232851934,0.53125
