"","X","Dataset","Fold","Repeat","Method","MethodType","AUC","Popt","ACC"
"22885",5485,"mozilla","Fold-51","Rep-10","SMO","R-ee",0.613103075575277,0.55930152403341,0.352112676056338
"22886",5486,"mozilla","Fold-51","Rep-10","SMO","R-dd",0.613103075575277,0.537651268033166,0.352112676056338
"22887",5487,"mozilla","Fold-51","Rep-10","J48","R-non-EA",0.689331085272523,0.578157285870964,0.197183098591549
"22888",5488,"mozilla","Fold-51","Rep-10","J48","R-ad",0.689331085272523,0.712360377825396,0.433098591549296
"22889",5489,"mozilla","Fold-51","Rep-10","J48","R-ee",0.689331085272523,0.743179778880443,0.507042253521127
"22890",5490,"mozilla","Fold-51","Rep-10","J48","R-dd",0.689331085272523,0.625686922588929,0.443661971830986
"22891",5491,"mozilla","Fold-51","Rep-10","Ridor","R-non-EA",0.644930156327488,0.556251401428557,0.204225352112676
"22892",5492,"mozilla","Fold-51","Rep-10","Ridor","R-ad",0.644930156327488,0.675531091045813,0.471830985915493
"22893",5493,"mozilla","Fold-51","Rep-10","Ridor","R-ee",0.644930156327488,0.675531316039819,0.471830985915493
"22894",5494,"mozilla","Fold-51","Rep-10","Ridor","R-dd",0.644930156327488,0.669104708368083,0.471830985915493
"22895",5495,"mozilla","Fold-51","Rep-10","IBk","R-non-EA",0.693351589107705,0.603119070867302,0.359154929577465
"22896",5496,"mozilla","Fold-51","Rep-10","IBk","R-ad",0.693351589107705,0.708080557908908,0.464788732394366
"22897",5497,"mozilla","Fold-51","Rep-10","IBk","R-ee",0.693351589107705,0.744178786309699,0.514084507042254
"22898",5498,"mozilla","Fold-51","Rep-10","IBk","R-dd",0.693351589107705,0.622255866723086,0.440140845070423
"22899",5499,"mozilla","Fold-51","Rep-10","NS.UP","R-unsup",0.481716146467814,0.141821854770811,0
"22900",5500,"mozilla","Fold-51","Rep-10","ND.UP","R-unsup",0.477105980256462,0.28514656762002,0
"22901",5501,"mozilla","Fold-51","Rep-10","NF.UP","R-unsup",0.624403425830409,0.392623054416393,0
"22902",5502,"mozilla","Fold-51","Rep-10","Entropy.UP","R-unsup",0.453093329946555,0.483585864157774,0
"22903",5503,"mozilla","Fold-51","Rep-10","LT.UP","R-unsup",0.561368949804828,0.565420787436737,0.257042253521127
"22904",5504,"mozilla","Fold-51","Rep-10","FIX.UP","R-unsup",0.440433516323064,0.164908682324322,0
"22905",5505,"mozilla","Fold-51","Rep-10","NDEV.UP","R-unsup",0.514343267308427,0.536076412002723,0.288732394366197
"22906",5506,"mozilla","Fold-51","Rep-10","AGE.UP","R-unsup",0.526526815166548,0.58666686847335,0.295774647887324
"22907",5507,"mozilla","Fold-51","Rep-10","NUC.UP","R-unsup",0.42435798078867,0.366764025588616,0.0246478873239437
"22908",5508,"mozilla","Fold-51","Rep-10","EXP.UP","R-unsup",0.55754910397238,0.546106681236502,0.267605633802817
"22909",5509,"mozilla","Fold-51","Rep-10","REXP.UP","R-unsup",0.553165730982632,0.540773042488524,0.27112676056338
"22910",5510,"mozilla","Fold-51","Rep-10","SEXP.UP","R-unsup",0.562460365184605,0.582625683839537,0.28169014084507
"22911",5511,"mozilla","Fold-61","Rep-10","EALR","EALR",0.544352213541667,0.586586658937367,0.283950617283951
"22913",5513,"mozilla","Fold-61","Rep-10","NaiveBayes","R-non-EA",0.686660075874486,0.547005123087609,0.255144032921811
"22914",5514,"mozilla","Fold-61","Rep-10","NaiveBayes","R-ad",0.686660075874486,0.623827292540569,0.312757201646091
"22915",5515,"mozilla","Fold-61","Rep-10","NaiveBayes","R-ee",0.686660075874486,0.694134522901446,0.403292181069959
"22916",5516,"mozilla","Fold-61","Rep-10","NaiveBayes","R-dd",0.686660075874486,0.534362007498741,0.288065843621399
"22917",5517,"mozilla","Fold-61","Rep-10","SimpleLogistic","R-non-EA",0.723132977269805,0.607453632294986,0.316872427983539
"22918",5518,"mozilla","Fold-61","Rep-10","SimpleLogistic","R-ad",0.723132977269805,0.684893987790821,0.395061728395062
"22919",5519,"mozilla","Fold-61","Rep-10","SimpleLogistic","R-ee",0.723132977269805,0.714621803478993,0.444444444444444
"22920",5520,"mozilla","Fold-61","Rep-10","SimpleLogistic","R-dd",0.723132977269805,0.599663144945012,0.362139917695473
"22921",5521,"mozilla","Fold-61","Rep-10","LMT","R-non-EA",0.737539283532665,0.627567655009103,0.349794238683128
"22922",5522,"mozilla","Fold-61","Rep-10","LMT","R-ad",0.737539283532665,0.696185487919564,0.444444444444444
"22923",5523,"mozilla","Fold-61","Rep-10","LMT","R-ee",0.737539283532665,0.724342893173314,0.465020576131687
"22924",5524,"mozilla","Fold-61","Rep-10","LMT","R-dd",0.737539283532665,0.608630967322079,0.378600823045267
"22925",5525,"mozilla","Fold-61","Rep-10","RBFNetwork","R-non-EA",0.621006843975051,0.472653085639169,0.168724279835391
"22926",5526,"mozilla","Fold-61","Rep-10","RBFNetwork","R-ad",0.621006843975051,0.645042027207533,0.390946502057613
"22927",5527,"mozilla","Fold-61","Rep-10","RBFNetwork","R-ee",0.621006843975051,0.680227430600055,0.423868312757202
"22928",5528,"mozilla","Fold-61","Rep-10","RBFNetwork","R-dd",0.621006843975051,0.514758096559422,0.283950617283951
"22929",5529,"mozilla","Fold-61","Rep-10","JRip","R-non-EA",0.6665139531893,0.568976450403669,0.255144032921811
"22930",5530,"mozilla","Fold-61","Rep-10","JRip","R-ad",0.6665139531893,0.666993397771103,0.403292181069959
"22931",5531,"mozilla","Fold-61","Rep-10","JRip","R-ee",0.6665139531893,0.702378555958682,0.469135802469136
"22932",5532,"mozilla","Fold-61","Rep-10","JRip","R-dd",0.6665139531893,0.599983600672568,0.37037037037037
"22933",5533,"mozilla","Fold-61","Rep-10","Logistic","R-non-EA",0.726228439268261,0.608258207501703,0.320987654320988
"22934",5534,"mozilla","Fold-61","Rep-10","Logistic","R-ad",0.726228439268261,0.686696817980543,0.403292181069959
"22935",5535,"mozilla","Fold-61","Rep-10","Logistic","R-ee",0.726228439268261,0.717172841869676,0.444444444444444
"22936",5536,"mozilla","Fold-61","Rep-10","Logistic","R-dd",0.726228439268261,0.599894449174544,0.366255144032922
"22937",5537,"mozilla","Fold-61","Rep-10","RandomForest","R-non-EA",0.734613363634902,0.633476915712788,0.353909465020576
"22938",5538,"mozilla","Fold-61","Rep-10","RandomForest","R-ad",0.734613363634902,0.699984070413752,0.452674897119342
"22939",5539,"mozilla","Fold-61","Rep-10","RandomForest","R-ee",0.734613363634902,0.727153638117393,0.477366255144033
"22940",5540,"mozilla","Fold-61","Rep-10","RandomForest","R-dd",0.734613363634902,0.621196979452535,0.39917695473251
"22941",5541,"mozilla","Fold-61","Rep-10","SMO","R-non-EA",0.664878311471193,0.564582845953053,0.251028806584362
"22942",5542,"mozilla","Fold-61","Rep-10","SMO","R-ad",0.664878311471193,0.605688486741758,0.349794238683128
"22943",5543,"mozilla","Fold-61","Rep-10","SMO","R-ee",0.664878311471193,0.605688606247932,0.349794238683128
"22944",5544,"mozilla","Fold-61","Rep-10","SMO","R-dd",0.664878311471193,0.591360832586575,0.349794238683128
"22945",5545,"mozilla","Fold-61","Rep-10","J48","R-non-EA",0.673616636927726,0.590104761954762,0.283950617283951
"22946",5546,"mozilla","Fold-61","Rep-10","J48","R-ad",0.673616636927726,0.662343890675598,0.39917695473251
"22947",5547,"mozilla","Fold-61","Rep-10","J48","R-ee",0.673616636927726,0.693503988016279,0.411522633744856
"22948",5548,"mozilla","Fold-61","Rep-10","J48","R-dd",0.673616636927726,0.564585156888059,0.308641975308642
"22949",5549,"mozilla","Fold-61","Rep-10","Ridor","R-non-EA",0.581857689123585,0.54501130012213,0.275720164609054
"22950",5550,"mozilla","Fold-61","Rep-10","Ridor","R-ad",0.581857689123585,0.54917961549764,0.275720164609054
"22951",5551,"mozilla","Fold-61","Rep-10","Ridor","R-ee",0.581857689123585,0.54917961549764,0.275720164609054
"22952",5552,"mozilla","Fold-61","Rep-10","Ridor","R-dd",0.581857689123585,0.514599729314229,0.275720164609054
"22953",5553,"mozilla","Fold-61","Rep-10","IBk","R-non-EA",0.693848409770447,0.611890636642516,0.304526748971193
"22954",5554,"mozilla","Fold-61","Rep-10","IBk","R-ad",0.693848409770447,0.678705798723714,0.39917695473251
"22955",5555,"mozilla","Fold-61","Rep-10","IBk","R-ee",0.693848409770447,0.711906045730085,0.465020576131687
"22956",5556,"mozilla","Fold-61","Rep-10","IBk","R-dd",0.693848409770447,0.601384710915781,0.362139917695473
"22957",5557,"mozilla","Fold-61","Rep-10","NS.UP","R-unsup",0.473648636429398,0.132521481670265,0
"22958",5558,"mozilla","Fold-61","Rep-10","ND.UP","R-unsup",0.438299736368313,0.258744393963185,0
"22959",5559,"mozilla","Fold-61","Rep-10","NF.UP","R-unsup",0.65618293668017,0.366113535360019,0
"22960",5560,"mozilla","Fold-61","Rep-10","Entropy.UP","R-unsup",0.580361951035237,0.461196087260252,0
"22961",5561,"mozilla","Fold-61","Rep-10","LT.UP","R-unsup",0.597142349054784,0.521544709942048,0.222222222222222
"22962",5562,"mozilla","Fold-61","Rep-10","FIX.UP","R-unsup",0.430116001961163,0.145439602733533,0
"22963",5563,"mozilla","Fold-61","Rep-10","NDEV.UP","R-unsup",0.521500450102881,0.529098077587037,0.246913580246914
"22964",5564,"mozilla","Fold-61","Rep-10","AGE.UP","R-unsup",0.496853047437629,0.555751459806718,0.263374485596708
"22965",5565,"mozilla","Fold-61","Rep-10","NUC.UP","R-unsup",0.380600917486497,0.345081864076917,0.0288065843621399
"22966",5566,"mozilla","Fold-61","Rep-10","EXP.UP","R-unsup",0.549458570441101,0.543801558827985,0.271604938271605
"22967",5567,"mozilla","Fold-61","Rep-10","REXP.UP","R-unsup",0.559621551890432,0.55223891349812,0.263374485596708
"22968",5568,"mozilla","Fold-61","Rep-10","SEXP.UP","R-unsup",0.542212466644162,0.567521361917157,0.271604938271605
"22969",5569,"mozilla","Fold-71","Rep-10","EALR","EALR",0.49289085684093,0.559192150073304,0.259927797833935
"22971",5571,"mozilla","Fold-71","Rep-10","NaiveBayes","R-non-EA",0.672556362030405,0.520592057154168,0.194945848375451
"22972",5572,"mozilla","Fold-71","Rep-10","NaiveBayes","R-ad",0.672556362030405,0.610348985011667,0.306859205776173
"22973",5573,"mozilla","Fold-71","Rep-10","NaiveBayes","R-ee",0.672556362030405,0.683418783283892,0.444043321299639
"22974",5574,"mozilla","Fold-71","Rep-10","NaiveBayes","R-dd",0.672556362030405,0.535984411995415,0.306859205776173
"22975",5575,"mozilla","Fold-71","Rep-10","SimpleLogistic","R-non-EA",0.68742294556162,0.574100916364923,0.299638989169675
"22976",5576,"mozilla","Fold-71","Rep-10","SimpleLogistic","R-ad",0.68742294556162,0.672395930016787,0.447653429602888
"22977",5577,"mozilla","Fold-71","Rep-10","SimpleLogistic","R-ee",0.68742294556162,0.697906084300646,0.505415162454874
"22978",5578,"mozilla","Fold-71","Rep-10","SimpleLogistic","R-dd",0.68742294556162,0.600634083672893,0.371841155234657
"22979",5579,"mozilla","Fold-71","Rep-10","LMT","R-non-EA",0.740377100991873,0.636533342856352,0.353790613718412
"22980",5580,"mozilla","Fold-71","Rep-10","LMT","R-ad",0.740377100991873,0.706107827665246,0.472924187725632
"22981",5581,"mozilla","Fold-71","Rep-10","LMT","R-ee",0.740377100991873,0.734154925134072,0.537906137184116
"22982",5582,"mozilla","Fold-71","Rep-10","LMT","R-dd",0.740377100991873,0.6401221444127,0.418772563176895
"22983",5583,"mozilla","Fold-71","Rep-10","RBFNetwork","R-non-EA",0.617313031526273,0.463460116906687,0.162454873646209
"22984",5584,"mozilla","Fold-71","Rep-10","RBFNetwork","R-ad",0.617313031526273,0.638131760057992,0.364620938628159
"22985",5585,"mozilla","Fold-71","Rep-10","RBFNetwork","R-ee",0.617313031526273,0.679440633873417,0.498194945848375
"22986",5586,"mozilla","Fold-71","Rep-10","RBFNetwork","R-dd",0.617313031526273,0.483386058292604,0.270758122743682
"22987",5587,"mozilla","Fold-71","Rep-10","JRip","R-non-EA",0.677330086389476,0.570404264965529,0.223826714801444
"22988",5588,"mozilla","Fold-71","Rep-10","JRip","R-ad",0.677330086389476,0.674838542055894,0.364620938628159
"22989",5589,"mozilla","Fold-71","Rep-10","JRip","R-ee",0.677330086389476,0.707712924092061,0.498194945848375
"22990",5590,"mozilla","Fold-71","Rep-10","JRip","R-dd",0.677330086389476,0.585634099319788,0.364620938628159
"22991",5591,"mozilla","Fold-71","Rep-10","Logistic","R-non-EA",0.686922451262653,0.576586071012961,0.310469314079422
"22992",5592,"mozilla","Fold-71","Rep-10","Logistic","R-ad",0.686922451262653,0.672755023044235,0.451263537906137
"22993",5593,"mozilla","Fold-71","Rep-10","Logistic","R-ee",0.686922451262653,0.698549435010745,0.505415162454874
"22994",5594,"mozilla","Fold-71","Rep-10","Logistic","R-dd",0.686922451262653,0.606349035556892,0.379061371841155
"22995",5595,"mozilla","Fold-71","Rep-10","RandomForest","R-non-EA",0.742144983153123,0.646183916221514,0.375451263537906
"22996",5596,"mozilla","Fold-71","Rep-10","RandomForest","R-ad",0.742144983153123,0.705567859497139,0.458483754512635
"22997",5597,"mozilla","Fold-71","Rep-10","RandomForest","R-ee",0.742144983153123,0.745439482335149,0.516245487364621
"22998",5598,"mozilla","Fold-71","Rep-10","RandomForest","R-dd",0.742144983153123,0.643449384293868,0.404332129963899
"22999",5599,"mozilla","Fold-71","Rep-10","SMO","R-non-EA",0.627439301237385,0.530913022750142,0.209386281588448
"23000",5600,"mozilla","Fold-71","Rep-10","SMO","R-ad",0.627439301237385,0.586947960633045,0.350180505415162
"23001",5601,"mozilla","Fold-71","Rep-10","SMO","R-ee",0.627439301237385,0.586947960633045,0.350180505415162
"23002",5602,"mozilla","Fold-71","Rep-10","SMO","R-dd",0.627439301237385,0.582286660862297,0.350180505415162
"23003",5603,"mozilla","Fold-71","Rep-10","J48","R-non-EA",0.68651931217657,0.590466956160817,0.274368231046931
"23004",5604,"mozilla","Fold-71","Rep-10","J48","R-ad",0.68651931217657,0.667549150825966,0.393501805054152
"23005",5605,"mozilla","Fold-71","Rep-10","J48","R-ee",0.68651931217657,0.705133474408631,0.498194945848375
"23006",5606,"mozilla","Fold-71","Rep-10","J48","R-dd",0.68651931217657,0.609436458408661,0.375451263537906
"23007",5607,"mozilla","Fold-71","Rep-10","Ridor","R-non-EA",0.635486815891557,0.577259465331148,0.335740072202166
"23008",5608,"mozilla","Fold-71","Rep-10","Ridor","R-ad",0.635486815891557,0.595258834433832,0.357400722021661
"23009",5609,"mozilla","Fold-71","Rep-10","Ridor","R-ee",0.635486815891557,0.595258834433832,0.357400722021661
"23010",5610,"mozilla","Fold-71","Rep-10","Ridor","R-dd",0.635486815891557,0.578325492848716,0.357400722021661
"23011",5611,"mozilla","Fold-71","Rep-10","IBk","R-non-EA",0.703651617025834,0.613235209603642,0.314079422382672
"23012",5612,"mozilla","Fold-71","Rep-10","IBk","R-ad",0.703651617025834,0.680639123085876,0.444043321299639
"23013",5613,"mozilla","Fold-71","Rep-10","IBk","R-ee",0.703651617025834,0.717249041947178,0.516245487364621
"23014",5614,"mozilla","Fold-71","Rep-10","IBk","R-dd",0.703651617025834,0.620141460802787,0.393501805054152
"23015",5615,"mozilla","Fold-71","Rep-10","NS.UP","R-unsup",0.478831657791116,0.140860298702466,0
"23016",5616,"mozilla","Fold-71","Rep-10","ND.UP","R-unsup",0.454243934991499,0.278563457364772,0
"23017",5617,"mozilla","Fold-71","Rep-10","NF.UP","R-unsup",0.640861266166497,0.385787009983503,0
"23018",5618,"mozilla","Fold-71","Rep-10","Entropy.UP","R-unsup",0.574893152653859,0.470041008121095,0
"23019",5619,"mozilla","Fold-71","Rep-10","LT.UP","R-unsup",0.574388011856095,0.55364163464127,0.245487364620939
"23020",5620,"mozilla","Fold-71","Rep-10","FIX.UP","R-unsup",0.430591264759272,0.151210551867674,0
"23021",5621,"mozilla","Fold-71","Rep-10","NDEV.UP","R-unsup",0.51726705331437,0.54029537265348,0.274368231046931
"23022",5622,"mozilla","Fold-71","Rep-10","AGE.UP","R-unsup",0.513309121386905,0.54550695928024,0.223826714801444
"23023",5623,"mozilla","Fold-71","Rep-10","NUC.UP","R-unsup",0.40077003548155,0.362333811358035,0.036101083032491
"23024",5624,"mozilla","Fold-71","Rep-10","EXP.UP","R-unsup",0.564046896891094,0.565591468501268,0.296028880866426
"23025",5625,"mozilla","Fold-71","Rep-10","REXP.UP","R-unsup",0.560255575134771,0.562360388797252,0.292418772563177
"23026",5626,"mozilla","Fold-71","Rep-10","SEXP.UP","R-unsup",0.530594318172767,0.563188460591131,0.256317689530686
"23027",5627,"mozilla","Fold-81","Rep-10","EALR","EALR",0.528664680326372,0.565854231560429,0.269372693726937
"23029",5629,"mozilla","Fold-81","Rep-10","NaiveBayes","R-non-EA",0.718052072730428,0.579551741084807,0.273062730627306
"23030",5630,"mozilla","Fold-81","Rep-10","NaiveBayes","R-ad",0.718052072730428,0.65721724597989,0.365313653136531
"23031",5631,"mozilla","Fold-81","Rep-10","NaiveBayes","R-ee",0.718052072730428,0.708598826411698,0.457564575645756
"23032",5632,"mozilla","Fold-81","Rep-10","NaiveBayes","R-dd",0.718052072730428,0.57220875995304,0.335793357933579
"23033",5633,"mozilla","Fold-81","Rep-10","SimpleLogistic","R-non-EA",0.719003961230205,0.599671116915064,0.302583025830258
"23034",5634,"mozilla","Fold-81","Rep-10","SimpleLogistic","R-ad",0.719003961230205,0.684806556083838,0.457564575645756
"23035",5635,"mozilla","Fold-81","Rep-10","SimpleLogistic","R-ee",0.719003961230205,0.699953386132792,0.450184501845018
"23036",5636,"mozilla","Fold-81","Rep-10","SimpleLogistic","R-dd",0.719003961230205,0.625570006729335,0.380073800738007
"23037",5637,"mozilla","Fold-81","Rep-10","LMT","R-non-EA",0.749126757558609,0.646909119444609,0.3690036900369
"23038",5638,"mozilla","Fold-81","Rep-10","LMT","R-ad",0.749126757558609,0.708233633975265,0.468634686346863
"23039",5639,"mozilla","Fold-81","Rep-10","LMT","R-ee",0.749126757558609,0.722817632461237,0.47970479704797
"23040",5640,"mozilla","Fold-81","Rep-10","LMT","R-dd",0.749126757558609,0.649352143888038,0.428044280442804
"23041",5641,"mozilla","Fold-81","Rep-10","RBFNetwork","R-non-EA",0.501944004006429,0.491449707289195,0.166051660516605
"23042",5642,"mozilla","Fold-81","Rep-10","RBFNetwork","R-ad",0.501944004006429,0.649996582005633,0.450184501845018
"23043",5643,"mozilla","Fold-81","Rep-10","RBFNetwork","R-ee",0.501944004006429,0.664903374114902,0.431734317343173
"23044",5644,"mozilla","Fold-81","Rep-10","RBFNetwork","R-dd",0.501944004006429,0.552735316841192,0.335793357933579
"23045",5645,"mozilla","Fold-81","Rep-10","JRip","R-non-EA",0.714682721912961,0.601781660893308,0.324723247232472
"23046",5646,"mozilla","Fold-81","Rep-10","JRip","R-ad",0.714682721912961,0.693301865543641,0.44280442804428
"23047",5647,"mozilla","Fold-81","Rep-10","JRip","R-ee",0.714682721912961,0.703638659516786,0.472324723247232
"23048",5648,"mozilla","Fold-81","Rep-10","JRip","R-dd",0.714682721912961,0.657777074507843,0.424354243542435
"23049",5649,"mozilla","Fold-81","Rep-10","Logistic","R-non-EA",0.717897492546704,0.602351134537127,0.302583025830258
"23050",5650,"mozilla","Fold-81","Rep-10","Logistic","R-ad",0.717897492546704,0.686295140884686,0.450184501845018
"23051",5651,"mozilla","Fold-81","Rep-10","Logistic","R-ee",0.717897492546704,0.702359267334659,0.453874538745387
"23052",5652,"mozilla","Fold-81","Rep-10","Logistic","R-dd",0.717897492546704,0.615164598429443,0.372693726937269
"23053",5653,"mozilla","Fold-81","Rep-10","RandomForest","R-non-EA",0.745326435380963,0.646252248065261,0.3690036900369
"23054",5654,"mozilla","Fold-81","Rep-10","RandomForest","R-ad",0.745326435380963,0.704084521045394,0.457564575645756
"23055",5655,"mozilla","Fold-81","Rep-10","RandomForest","R-ee",0.745326435380963,0.72284251977096,0.464944649446494
"23056",5656,"mozilla","Fold-81","Rep-10","RandomForest","R-dd",0.745326435380963,0.640792845417012,0.398523985239852
"23057",5657,"mozilla","Fold-81","Rep-10","SMO","R-non-EA",0.661360920321599,0.561965002420888,0.236162361623616
"23058",5658,"mozilla","Fold-81","Rep-10","SMO","R-ad",0.661360920321599,0.62099106413143,0.372693726937269
"23059",5659,"mozilla","Fold-81","Rep-10","SMO","R-ee",0.661360920321599,0.62099106413143,0.372693726937269
"23060",5660,"mozilla","Fold-81","Rep-10","SMO","R-dd",0.661360920321599,0.614145432009525,0.372693726937269
"23061",5661,"mozilla","Fold-81","Rep-10","J48","R-non-EA",0.704998183004858,0.601694507747829,0.302583025830258
"23062",5662,"mozilla","Fold-81","Rep-10","J48","R-ad",0.704998183004858,0.677859053537396,0.461254612546125
"23063",5663,"mozilla","Fold-81","Rep-10","J48","R-ee",0.704998183004858,0.695521407573683,0.457564575645756
"23064",5664,"mozilla","Fold-81","Rep-10","J48","R-dd",0.704998183004858,0.626526927905398,0.398523985239852
"23065",5665,"mozilla","Fold-81","Rep-10","Ridor","R-non-EA",0.612041479919944,0.560054632924489,0.33210332103321
"23066",5666,"mozilla","Fold-81","Rep-10","Ridor","R-ad",0.612041479919944,0.572569634304284,0.33210332103321
"23067",5667,"mozilla","Fold-81","Rep-10","Ridor","R-ee",0.612041479919944,0.572569634304284,0.33210332103321
"23068",5668,"mozilla","Fold-81","Rep-10","Ridor","R-dd",0.612041479919944,0.552652162675644,0.33210332103321
"23069",5669,"mozilla","Fold-81","Rep-10","IBk","R-non-EA",0.715920945343701,0.628184218257986,0.354243542435424
"23070",5670,"mozilla","Fold-81","Rep-10","IBk","R-ad",0.715920945343701,0.685800800501827,0.44280442804428
"23071",5671,"mozilla","Fold-81","Rep-10","IBk","R-ee",0.715920945343701,0.706757071902341,0.450184501845018
"23072",5672,"mozilla","Fold-81","Rep-10","IBk","R-dd",0.715920945343701,0.633845417004077,0.409594095940959
"23073",5673,"mozilla","Fold-81","Rep-10","NS.UP","R-unsup",0.450001672358713,0.122038345266063,0
"23074",5674,"mozilla","Fold-81","Rep-10","ND.UP","R-unsup",0.41077356082233,0.245497999253633,0
"23075",5675,"mozilla","Fold-81","Rep-10","NF.UP","R-unsup",0.682540665436052,0.345802026398335,0
"23076",5676,"mozilla","Fold-81","Rep-10","Entropy.UP","R-unsup",0.595346594083285,0.444227481533793,0
"23077",5677,"mozilla","Fold-81","Rep-10","LT.UP","R-unsup",0.594383631856897,0.522075389971273,0.206642066420664
"23078",5678,"mozilla","Fold-81","Rep-10","FIX.UP","R-unsup",0.422756914977283,0.138551197835742,0
"23079",5679,"mozilla","Fold-81","Rep-10","NDEV.UP","R-unsup",0.529570013975495,0.515265639807915,0.232472324723247
"23080",5680,"mozilla","Fold-81","Rep-10","AGE.UP","R-unsup",0.516754774358131,0.524108824926991,0.273062730627306
"23081",5681,"mozilla","Fold-81","Rep-10","NUC.UP","R-unsup",0.392776269139468,0.355087045079334,0.040590405904059
"23082",5682,"mozilla","Fold-81","Rep-10","EXP.UP","R-unsup",0.48203163560298,0.519433952561664,0.232472324723247
"23083",5683,"mozilla","Fold-81","Rep-10","REXP.UP","R-unsup",0.511972280428341,0.515386584573029,0.228782287822878
"23084",5684,"mozilla","Fold-81","Rep-10","SEXP.UP","R-unsup",0.511501760044548,0.51636725679897,0.228782287822878
"23085",5685,"mozilla","Fold-91","Rep-10","EALR","EALR",0.535004134248513,0.580420738527863,0.297297297297297
"23087",5687,"mozilla","Fold-91","Rep-10","NaiveBayes","R-non-EA",0.705932688124911,0.554195010340615,0.239864864864865
"23088",5688,"mozilla","Fold-91","Rep-10","NaiveBayes","R-ad",0.705932688124911,0.638588449034274,0.358108108108108
"23089",5689,"mozilla","Fold-91","Rep-10","NaiveBayes","R-ee",0.705932688124911,0.715620707292819,0.459459459459459
"23090",5690,"mozilla","Fold-91","Rep-10","NaiveBayes","R-dd",0.705932688124911,0.530300432759511,0.317567567567568
"23091",5691,"mozilla","Fold-91","Rep-10","SimpleLogistic","R-non-EA",0.709257935598702,0.578186467109573,0.260135135135135
"23092",5692,"mozilla","Fold-91","Rep-10","SimpleLogistic","R-ad",0.709257935598702,0.679649734670991,0.469594594594595
"23093",5693,"mozilla","Fold-91","Rep-10","SimpleLogistic","R-ee",0.709257935598702,0.695763102554778,0.469594594594595
"23094",5694,"mozilla","Fold-91","Rep-10","SimpleLogistic","R-dd",0.709257935598702,0.586111715637983,0.381756756756757
"23095",5695,"mozilla","Fold-91","Rep-10","LMT","R-non-EA",0.751385969456371,0.634459834179189,0.307432432432432
"23096",5696,"mozilla","Fold-91","Rep-10","LMT","R-ad",0.751385969456371,0.705875656256117,0.47972972972973
"23097",5697,"mozilla","Fold-91","Rep-10","LMT","R-ee",0.751385969456371,0.722033127512113,0.503378378378378
"23098",5698,"mozilla","Fold-91","Rep-10","LMT","R-dd",0.751385969456371,0.604984337665921,0.405405405405405
"23099",5699,"mozilla","Fold-91","Rep-10","RBFNetwork","R-non-EA",0.642179545930007,0.487231532643223,0.158783783783784
"23100",5700,"mozilla","Fold-91","Rep-10","RBFNetwork","R-ad",0.642179545930007,0.644176262416452,0.412162162162162
"23101",5701,"mozilla","Fold-91","Rep-10","RBFNetwork","R-ee",0.642179545930007,0.676706538120592,0.442567567567568
"23102",5702,"mozilla","Fold-91","Rep-10","RBFNetwork","R-dd",0.642179545930007,0.489867961251618,0.27027027027027
"23103",5703,"mozilla","Fold-91","Rep-10","JRip","R-non-EA",0.6953085826335,0.595696303474603,0.233108108108108
"23104",5704,"mozilla","Fold-91","Rep-10","JRip","R-ad",0.6953085826335,0.689517839239101,0.432432432432432
"23105",5705,"mozilla","Fold-91","Rep-10","JRip","R-ee",0.6953085826335,0.705448432343817,0.496621621621622
"23106",5706,"mozilla","Fold-91","Rep-10","JRip","R-dd",0.6953085826335,0.642245443493057,0.432432432432432
"23107",5707,"mozilla","Fold-91","Rep-10","Logistic","R-non-EA",0.708393105600994,0.580887203415735,0.25
"23108",5708,"mozilla","Fold-91","Rep-10","Logistic","R-ad",0.708393105600994,0.681148487662224,0.462837837837838
"23109",5709,"mozilla","Fold-91","Rep-10","Logistic","R-ee",0.708393105600994,0.698032167537976,0.469594594594595
"23110",5710,"mozilla","Fold-91","Rep-10","Logistic","R-dd",0.708393105600994,0.605673305358371,0.388513513513513
"23111",5711,"mozilla","Fold-91","Rep-10","RandomForest","R-non-EA",0.76192996350571,0.662540093267012,0.375
"23112",5712,"mozilla","Fold-91","Rep-10","RandomForest","R-ad",0.76192996350571,0.711973432817682,0.469594594594595
"23113",5713,"mozilla","Fold-91","Rep-10","RandomForest","R-ee",0.76192996350571,0.734004886135898,0.493243243243243
"23114",5714,"mozilla","Fold-91","Rep-10","RandomForest","R-dd",0.76192996350571,0.664874602948718,0.429054054054054
"23115",5715,"mozilla","Fold-91","Rep-10","SMO","R-non-EA",0.647185265803954,0.535930431628478,0.206081081081081
"23116",5716,"mozilla","Fold-91","Rep-10","SMO","R-ad",0.647185265803954,0.602840342951962,0.381756756756757
"23117",5717,"mozilla","Fold-91","Rep-10","SMO","R-ee",0.647185265803954,0.602840342951962,0.381756756756757
"23118",5718,"mozilla","Fold-91","Rep-10","SMO","R-dd",0.647185265803954,0.585521392881528,0.381756756756757
"23119",5719,"mozilla","Fold-91","Rep-10","J48","R-non-EA",0.732174373968513,0.606542975634152,0.243243243243243
"23120",5720,"mozilla","Fold-91","Rep-10","J48","R-ad",0.732174373968513,0.692077683358731,0.432432432432432
"23121",5721,"mozilla","Fold-91","Rep-10","J48","R-ee",0.732174373968513,0.710064374474522,0.483108108108108
