"","X","Dataset","Fold","Repeat","Method","MethodType","AUC","Popt","ACC"
"13978",2378,"jdt","Fold-11","Rep-5","SEXP.UP","R-unsup",0.548341269902325,0.53996435040033,0.494186046511628
"13979",2379,"jdt","Fold-21","Rep-5","EALR","EALR",0.509290697812625,0.597670985509769,0.329317269076305
"13981",2381,"jdt","Fold-21","Rep-5","NaiveBayes","R-non-EA",0.662727859811492,0.292336221585456,0.0381526104417671
"13982",2382,"jdt","Fold-21","Rep-5","NaiveBayes","R-ad",0.662727859811492,0.317406911335609,0.104417670682731
"13983",2383,"jdt","Fold-21","Rep-5","NaiveBayes","R-ee",0.662727859811492,0.839674313941635,0.654618473895582
"13984",2384,"jdt","Fold-21","Rep-5","NaiveBayes","R-dd",0.662727859811492,0.500360991113732,0.375502008032129
"13985",2385,"jdt","Fold-21","Rep-5","SimpleLogistic","R-non-EA",0.706944846138913,0.325550038081462,0.0301204819277108
"13986",2386,"jdt","Fold-21","Rep-5","SimpleLogistic","R-ad",0.706944846138913,0.327674103460347,0.0301204819277108
"13987",2387,"jdt","Fold-21","Rep-5","SimpleLogistic","R-ee",0.706944846138913,0.858836953319548,0.688755020080321
"13988",2388,"jdt","Fold-21","Rep-5","SimpleLogistic","R-dd",0.706944846138913,0.591046548489102,0.463855421686747
"13989",2389,"jdt","Fold-21","Rep-5","LMT","R-non-EA",0.721494990154634,0.458920267193235,0.104417670682731
"13990",2390,"jdt","Fold-21","Rep-5","LMT","R-ad",0.721494990154634,0.463336933295837,0.108433734939759
"13991",2391,"jdt","Fold-21","Rep-5","LMT","R-ee",0.721494990154634,0.86183449863274,0.684738955823293
"13992",2392,"jdt","Fold-21","Rep-5","LMT","R-dd",0.721494990154634,0.624137183443331,0.48995983935743
"13993",2393,"jdt","Fold-21","Rep-5","RBFNetwork","R-non-EA",0.61667749590932,0.350256866782846,0.146586345381526
"13994",2394,"jdt","Fold-21","Rep-5","RBFNetwork","R-ad",0.61667749590932,0.555491430191731,0.397590361445783
"13995",2395,"jdt","Fold-21","Rep-5","RBFNetwork","R-ee",0.61667749590932,0.853124027624201,0.664658634538153
"13996",2396,"jdt","Fold-21","Rep-5","RBFNetwork","R-dd",0.61667749590932,0.534060229787856,0.405622489959839
"13997",2397,"jdt","Fold-21","Rep-5","JRip","R-non-EA",0.667174782655779,0.409570526968906,0.176706827309237
"13998",2398,"jdt","Fold-21","Rep-5","JRip","R-ad",0.667174782655779,0.60692248163686,0.461847389558233
"13999",2399,"jdt","Fold-21","Rep-5","JRip","R-ee",0.667174782655779,0.855903093071888,0.668674698795181
"14000",2400,"jdt","Fold-21","Rep-5","JRip","R-dd",0.667174782655779,0.593988352845953,0.461847389558233
"14001",2401,"jdt","Fold-21","Rep-5","Logistic","R-non-EA",0.706977201802937,0.325958574749456,0.0301204819277108
"14002",2402,"jdt","Fold-21","Rep-5","Logistic","R-ad",0.706977201802937,0.328039044630305,0.0301204819277108
"14003",2403,"jdt","Fold-21","Rep-5","Logistic","R-ee",0.706977201802937,0.858865137790784,0.690763052208835
"14004",2404,"jdt","Fold-21","Rep-5","Logistic","R-dd",0.706977201802937,0.587008463622311,0.459839357429719
"14005",2405,"jdt","Fold-21","Rep-5","RandomForest","R-non-EA",0.723216773704486,0.500926470355394,0.15863453815261
"14006",2406,"jdt","Fold-21","Rep-5","RandomForest","R-ad",0.723216773704486,0.50746384205668,0.178714859437751
"14007",2407,"jdt","Fold-21","Rep-5","RandomForest","R-ee",0.723216773704486,0.863413821259925,0.682730923694779
"14008",2408,"jdt","Fold-21","Rep-5","RandomForest","R-dd",0.723216773704486,0.659393972117391,0.534136546184739
"14009",2409,"jdt","Fold-21","Rep-5","SMO","R-non-EA",0.652597565533426,0.43012257035474,0.196787148594378
"14010",2410,"jdt","Fold-21","Rep-5","SMO","R-ad",0.652597565533426,0.611545042615946,0.483935742971888
"14011",2411,"jdt","Fold-21","Rep-5","SMO","R-ee",0.652597565533426,0.611545042615946,0.483935742971888
"14012",2412,"jdt","Fold-21","Rep-5","SMO","R-dd",0.652597565533426,0.607467437955258,0.483935742971888
"14013",2413,"jdt","Fold-21","Rep-5","J48","R-non-EA",0.707919477977679,0.465133429426678,0.178714859437751
"14014",2414,"jdt","Fold-21","Rep-5","J48","R-ad",0.707919477977679,0.484576814508749,0.232931726907631
"14015",2415,"jdt","Fold-21","Rep-5","J48","R-ee",0.707919477977679,0.857472669146683,0.688755020080321
"14016",2416,"jdt","Fold-21","Rep-5","J48","R-dd",0.707919477977679,0.616787203420065,0.491967871485944
"14017",2417,"jdt","Fold-21","Rep-5","Ridor","R-non-EA",0.625792878848508,0.457340454622324,0.178714859437751
"14018",2418,"jdt","Fold-21","Rep-5","Ridor","R-ad",0.625792878848508,0.51992551042232,0.34136546184739
"14019",2419,"jdt","Fold-21","Rep-5","Ridor","R-ee",0.625792878848508,0.51992551042232,0.34136546184739
"14020",2420,"jdt","Fold-21","Rep-5","Ridor","R-dd",0.625792878848508,0.504745328000412,0.34136546184739
"14021",2421,"jdt","Fold-21","Rep-5","IBk","R-non-EA",0.691548502461011,0.470101652063267,0.134538152610442
"14022",2422,"jdt","Fold-21","Rep-5","IBk","R-ad",0.691548502461011,0.521958560311551,0.210843373493976
"14023",2423,"jdt","Fold-21","Rep-5","IBk","R-ee",0.691548502461011,0.848170945979983,0.684738955823293
"14024",2424,"jdt","Fold-21","Rep-5","IBk","R-dd",0.691548502461011,0.610761422617567,0.467871485943775
"14025",2425,"jdt","Fold-21","Rep-5","NS.UP","R-unsup",0.490047001554393,0.0129415831359782,0
"14026",2426,"jdt","Fold-21","Rep-5","ND.UP","R-unsup",0.381091283912368,0.580292910452791,0
"14027",2427,"jdt","Fold-21","Rep-5","NF.UP","R-unsup",0.652010871503112,0.693932873138862,0.3714859437751
"14028",2428,"jdt","Fold-21","Rep-5","Entropy.UP","R-unsup",0.601826246122273,0.585175204361438,0.439759036144578
"14029",2429,"jdt","Fold-21","Rep-5","LT.UP","R-unsup",0.614397081915297,0.749937420079698,0.487951807228916
"14030",2430,"jdt","Fold-21","Rep-5","FIX.UP","R-unsup",0.425607395052093,0.108381360732881,0
"14031",2431,"jdt","Fold-21","Rep-5","NDEV.UP","R-unsup",0.550914608780403,0.59889558429971,0.206827309236948
"14032",2432,"jdt","Fold-21","Rep-5","AGE.UP","R-unsup",0.555301112374523,0.749095013433013,0.457831325301205
"14033",2433,"jdt","Fold-21","Rep-5","NUC.UP","R-unsup",0.633221475180564,0.68584826314415,0.447791164658635
"14034",2434,"jdt","Fold-21","Rep-5","EXP.UP","R-unsup",0.533976748823641,0.504866920527591,0.184738955823293
"14035",2435,"jdt","Fold-21","Rep-5","REXP.UP","R-unsup",0.546662480239934,0.534049220975148,0.192771084337349
"14036",2436,"jdt","Fold-21","Rep-5","SEXP.UP","R-unsup",0.555729329683086,0.544068517787968,0.232931726907631
"14037",2437,"jdt","Fold-31","Rep-5","EALR","EALR",0.507543426248322,0.536563606621033,0.25147347740668
"14039",2439,"jdt","Fold-31","Rep-5","NaiveBayes","R-non-EA",0.704923910858669,0.305327224886393,0.037328094302554
"14040",2440,"jdt","Fold-31","Rep-5","NaiveBayes","R-ad",0.704923910858669,0.365623836585033,0.147347740667976
"14041",2441,"jdt","Fold-31","Rep-5","NaiveBayes","R-ee",0.704923910858669,0.87073027898696,0.697445972495088
"14042",2442,"jdt","Fold-31","Rep-5","NaiveBayes","R-dd",0.704923910858669,0.541743370629965,0.434184675834971
"14043",2443,"jdt","Fold-31","Rep-5","SimpleLogistic","R-non-EA",0.749300057707146,0.32097053559671,0.00196463654223969
"14044",2444,"jdt","Fold-31","Rep-5","SimpleLogistic","R-ad",0.749300057707146,0.329369897244673,0.0275049115913556
"14045",2445,"jdt","Fold-31","Rep-5","SimpleLogistic","R-ee",0.749300057707146,0.882524363023105,0.713163064833006
"14046",2446,"jdt","Fold-31","Rep-5","SimpleLogistic","R-dd",0.749300057707146,0.656237925131688,0.55992141453831
"14047",2447,"jdt","Fold-31","Rep-5","LMT","R-non-EA",0.753696175118494,0.401422168213158,0.0746561886051081
"14048",2448,"jdt","Fold-31","Rep-5","LMT","R-ad",0.753696175118494,0.426599444099999,0.12573673870334
"14049",2449,"jdt","Fold-31","Rep-5","LMT","R-ee",0.753696175118494,0.88420394366176,0.728880157170923
"14050",2450,"jdt","Fold-31","Rep-5","LMT","R-dd",0.753696175118494,0.648545711314801,0.552062868369352
"14051",2451,"jdt","Fold-31","Rep-5","RBFNetwork","R-non-EA",0.645403528565037,0.313792761468967,0.0589390962671906
"14052",2452,"jdt","Fold-31","Rep-5","RBFNetwork","R-ad",0.645403528565037,0.60460040876053,0.463654223968566
"14053",2453,"jdt","Fold-31","Rep-5","RBFNetwork","R-ee",0.645403528565037,0.875622818924252,0.703339882121807
"14054",2454,"jdt","Fold-31","Rep-5","RBFNetwork","R-dd",0.645403528565037,0.586092449983288,0.473477406679764
"14055",2455,"jdt","Fold-31","Rep-5","JRip","R-non-EA",0.696025987667529,0.372651953520417,0.0805500982318271
"14056",2456,"jdt","Fold-31","Rep-5","JRip","R-ad",0.696025987667529,0.68372104064037,0.573673870333988
"14057",2457,"jdt","Fold-31","Rep-5","JRip","R-ee",0.696025987667529,0.879569921169733,0.711198428290766
"14058",2458,"jdt","Fold-31","Rep-5","JRip","R-dd",0.696025987667529,0.674596769351348,0.573673870333988
"14059",2459,"jdt","Fold-31","Rep-5","Logistic","R-non-EA",0.749113968371297,0.320188270455415,0.00196463654223969
"14060",2460,"jdt","Fold-31","Rep-5","Logistic","R-ad",0.749113968371297,0.328993444091924,0.0275049115913556
"14061",2461,"jdt","Fold-31","Rep-5","Logistic","R-ee",0.749113968371297,0.882624370417601,0.713163064833006
"14062",2462,"jdt","Fold-31","Rep-5","Logistic","R-dd",0.749113968371297,0.654991173412322,0.55992141453831
"14063",2463,"jdt","Fold-31","Rep-5","RandomForest","R-non-EA",0.749481608278706,0.516381403093486,0.159135559921415
"14064",2464,"jdt","Fold-31","Rep-5","RandomForest","R-ad",0.749481608278706,0.540125539337122,0.208251473477407
"14065",2465,"jdt","Fold-31","Rep-5","RandomForest","R-ee",0.749481608278706,0.88715764271785,0.732809430255403
"14066",2466,"jdt","Fold-31","Rep-5","RandomForest","R-dd",0.749481608278706,0.700490216657642,0.589390962671906
"14067",2467,"jdt","Fold-31","Rep-5","SMO","R-non-EA",0.68436655060398,0.375965533768272,0.0864440078585462
"14068",2468,"jdt","Fold-31","Rep-5","SMO","R-ad",0.68436655060398,0.670978633538003,0.571709233791749
"14069",2469,"jdt","Fold-31","Rep-5","SMO","R-ee",0.68436655060398,0.670978590466175,0.571709233791749
"14070",2470,"jdt","Fold-31","Rep-5","SMO","R-dd",0.68436655060398,0.667580820914174,0.571709233791749
"14071",2471,"jdt","Fold-31","Rep-5","J48","R-non-EA",0.7249071174308,0.465312725568852,0.153241650294695
"14072",2472,"jdt","Fold-31","Rep-5","J48","R-ad",0.7249071174308,0.529554205206174,0.24950884086444
"14073",2473,"jdt","Fold-31","Rep-5","J48","R-ee",0.7249071174308,0.86898369515704,0.717092337917485
"14074",2474,"jdt","Fold-31","Rep-5","J48","R-dd",0.7249071174308,0.652838448848361,0.555992141453831
"14075",2475,"jdt","Fold-31","Rep-5","Ridor","R-non-EA",0.617819188598624,0.420589830739796,0.0726915520628684
"14076",2476,"jdt","Fold-31","Rep-5","Ridor","R-ad",0.617819188598624,0.493601289042885,0.31434184675835
"14077",2477,"jdt","Fold-31","Rep-5","Ridor","R-ee",0.617819188598624,0.493601289042885,0.31434184675835
"14078",2478,"jdt","Fold-31","Rep-5","Ridor","R-dd",0.617819188598624,0.471345591320433,0.31434184675835
"14079",2479,"jdt","Fold-31","Rep-5","IBk","R-non-EA",0.699878101759095,0.471409843604874,0.245579567779961
"14080",2480,"jdt","Fold-31","Rep-5","IBk","R-ad",0.699878101759095,0.545104421079518,0.298624754420432
"14081",2481,"jdt","Fold-31","Rep-5","IBk","R-ee",0.699878101759095,0.871170543187043,0.703339882121807
"14082",2482,"jdt","Fold-31","Rep-5","IBk","R-dd",0.699878101759095,0.605613722003624,0.502946954813359
"14083",2483,"jdt","Fold-31","Rep-5","NS.UP","R-unsup",0.485935666258178,0.0102322670958032,0
"14084",2484,"jdt","Fold-31","Rep-5","ND.UP","R-unsup",0.368407282771499,0.606138251987328,0
"14085",2485,"jdt","Fold-31","Rep-5","NF.UP","R-unsup",0.686062103263371,0.69758460837847,0.333988212180747
"14086",2486,"jdt","Fold-31","Rep-5","Entropy.UP","R-unsup",0.619560777295804,0.550522858492559,0.410609037328094
"14087",2487,"jdt","Fold-31","Rep-5","LT.UP","R-unsup",0.636141531638429,0.768013727624675,0.516699410609037
"14088",2488,"jdt","Fold-31","Rep-5","FIX.UP","R-unsup",0.4128145525751,0.110549094041834,0
"14089",2489,"jdt","Fold-31","Rep-5","NDEV.UP","R-unsup",0.550733334630123,0.552058379204673,0.214145383104126
"14090",2490,"jdt","Fold-31","Rep-5","AGE.UP","R-unsup",0.574891880150687,0.756235989392266,0.445972495088409
"14091",2491,"jdt","Fold-31","Rep-5","NUC.UP","R-unsup",0.652730715114734,0.694606315392267,0.44007858546169
"14092",2492,"jdt","Fold-31","Rep-5","EXP.UP","R-unsup",0.530377949386294,0.589645807130212,0.328094302554027
"14093",2493,"jdt","Fold-31","Rep-5","REXP.UP","R-unsup",0.54581493512809,0.663724972968875,0.339882121807466
"14094",2494,"jdt","Fold-31","Rep-5","SEXP.UP","R-unsup",0.55297580838634,0.63620556943916,0.349705304518664
"14095",2495,"jdt","Fold-41","Rep-5","EALR","EALR",0.493168945380818,0.501919553953388,0.18426103646833
"14097",2497,"jdt","Fold-41","Rep-5","NaiveBayes","R-non-EA",0.666269815527818,0.248639376926337,0.0403071017274472
"14098",2498,"jdt","Fold-41","Rep-5","NaiveBayes","R-ad",0.666269815527818,0.325714459378453,0.142034548944338
"14099",2499,"jdt","Fold-41","Rep-5","NaiveBayes","R-ee",0.666269815527818,0.891546831305404,0.758157389635317
"14100",2500,"jdt","Fold-41","Rep-5","NaiveBayes","R-dd",0.666269815527818,0.486185810574101,0.412667946257198
"14101",2501,"jdt","Fold-41","Rep-5","SimpleLogistic","R-non-EA",0.711009057618461,0.253776862678914,0.00383877159309021
"14102",2502,"jdt","Fold-41","Rep-5","SimpleLogistic","R-ad",0.711009057618461,0.282313475828962,0.0690978886756238
"14103",2503,"jdt","Fold-41","Rep-5","SimpleLogistic","R-ee",0.711009057618461,0.905827555006914,0.783109404990403
"14104",2504,"jdt","Fold-41","Rep-5","SimpleLogistic","R-dd",0.711009057618461,0.586797333962169,0.510556621880998
"14105",2505,"jdt","Fold-41","Rep-5","LMT","R-non-EA",0.73905320476374,0.40413666250631,0.178502879078695
"14106",2506,"jdt","Fold-41","Rep-5","LMT","R-ad",0.73905320476374,0.447829546848398,0.199616122840691
"14107",2507,"jdt","Fold-41","Rep-5","LMT","R-ee",0.73905320476374,0.910893848587696,0.794625719769674
"14108",2508,"jdt","Fold-41","Rep-5","LMT","R-dd",0.73905320476374,0.614158477604219,0.535508637236084
"14109",2509,"jdt","Fold-41","Rep-5","RBFNetwork","R-non-EA",0.613022123179032,0.333682825160754,0.147792706333973
"14110",2510,"jdt","Fold-41","Rep-5","RBFNetwork","R-ad",0.613022123179032,0.554193940890784,0.45489443378119
"14111",2511,"jdt","Fold-41","Rep-5","RBFNetwork","R-ee",0.613022123179032,0.901753360397621,0.779270633397313
"14112",2512,"jdt","Fold-41","Rep-5","RBFNetwork","R-dd",0.613022123179032,0.532177028674371,0.460652591170825
"14113",2513,"jdt","Fold-41","Rep-5","JRip","R-non-EA",0.680080425953556,0.389377096786013,0.18426103646833
"14114",2514,"jdt","Fold-41","Rep-5","JRip","R-ad",0.680080425953556,0.627311526141551,0.54510556621881
"14115",2515,"jdt","Fold-41","Rep-5","JRip","R-ee",0.680080425953556,0.905339601982198,0.788867562380038
"14116",2516,"jdt","Fold-41","Rep-5","JRip","R-dd",0.680080425953556,0.614302599414474,0.54510556621881
"14117",2517,"jdt","Fold-41","Rep-5","Logistic","R-non-EA",0.713492557133208,0.24793794298589,0.00191938579654511
"14118",2518,"jdt","Fold-41","Rep-5","Logistic","R-ad",0.713492557133208,0.276547554146626,0.0518234165067179
"14119",2519,"jdt","Fold-41","Rep-5","Logistic","R-ee",0.713492557133208,0.905630280710774,0.783109404990403
"14120",2520,"jdt","Fold-41","Rep-5","Logistic","R-dd",0.713492557133208,0.581950973787148,0.510556621880998
"14121",2521,"jdt","Fold-41","Rep-5","RandomForest","R-non-EA",0.740750951743156,0.434958207278684,0.214971209213052
"14122",2522,"jdt","Fold-41","Rep-5","RandomForest","R-ad",0.740750951743156,0.48953241454747,0.27063339731286
"14123",2523,"jdt","Fold-41","Rep-5","RandomForest","R-ee",0.740750951743156,0.912903428000901,0.800383877159309
"14124",2524,"jdt","Fold-41","Rep-5","RandomForest","R-dd",0.740750951743156,0.664633304816097,0.587332053742802
"14125",2525,"jdt","Fold-41","Rep-5","SMO","R-non-EA",0.659305523226603,0.372058679062633,0.168905950095969
"14126",2526,"jdt","Fold-41","Rep-5","SMO","R-ad",0.659305523226603,0.580887418135855,0.508637236084453
"14127",2527,"jdt","Fold-41","Rep-5","SMO","R-ee",0.659305523226603,0.58088715365031,0.508637236084453
"14128",2528,"jdt","Fold-41","Rep-5","SMO","R-dd",0.659305523226603,0.576966556734107,0.508637236084453
"14129",2529,"jdt","Fold-41","Rep-5","J48","R-non-EA",0.716187519794858,0.36440660151356,0.0134357005758157
"14130",2530,"jdt","Fold-41","Rep-5","J48","R-ad",0.716187519794858,0.424101472375151,0.186180422264875
"14131",2531,"jdt","Fold-41","Rep-5","J48","R-ee",0.716187519794858,0.903136852379322,0.792706333973129
"14132",2532,"jdt","Fold-41","Rep-5","J48","R-dd",0.716187519794858,0.675316596509434,0.600767754318618
"14133",2533,"jdt","Fold-41","Rep-5","Ridor","R-non-EA",0.644142820619469,0.435219605661018,0.214971209213052
"14134",2534,"jdt","Fold-41","Rep-5","Ridor","R-ad",0.644142820619469,0.724971723767107,0.648752399232246
"14135",2535,"jdt","Fold-41","Rep-5","Ridor","R-ee",0.644142820619469,0.724971491202232,0.648752399232246
"14136",2536,"jdt","Fold-41","Rep-5","Ridor","R-dd",0.644142820619469,0.723240793557737,0.648752399232246
"14137",2537,"jdt","Fold-41","Rep-5","IBk","R-non-EA",0.704260362330178,0.439635200945406,0.134357005758157
"14138",2538,"jdt","Fold-41","Rep-5","IBk","R-ad",0.704260362330178,0.535960790812808,0.337811900191939
"14139",2539,"jdt","Fold-41","Rep-5","IBk","R-ee",0.704260362330178,0.891609309161177,0.786948176583493
"14140",2540,"jdt","Fold-41","Rep-5","IBk","R-dd",0.704260362330178,0.614911892036673,0.518234165067178
"14141",2541,"jdt","Fold-41","Rep-5","NS.UP","R-unsup",0.483300771188607,0.00965357190731508,0
"14142",2542,"jdt","Fold-41","Rep-5","ND.UP","R-unsup",0.396276213480474,0.674139394145987,0.00383877159309021
"14143",2543,"jdt","Fold-41","Rep-5","NF.UP","R-unsup",0.6504243890464,0.76065731279475,0.535508637236084
"14144",2544,"jdt","Fold-41","Rep-5","Entropy.UP","R-unsup",0.591899339726198,0.610948571603925,0.481765834932821
"14145",2545,"jdt","Fold-41","Rep-5","LT.UP","R-unsup",0.628404238675433,0.816163261642501,0.618042226487524
"14146",2546,"jdt","Fold-41","Rep-5","FIX.UP","R-unsup",0.42234914250899,0.0771464160249279,0
"14147",2547,"jdt","Fold-41","Rep-5","NDEV.UP","R-unsup",0.546869773044395,0.514452438662133,0.205374280230326
"14148",2548,"jdt","Fold-41","Rep-5","AGE.UP","R-unsup",0.550167008187599,0.813442548914835,0.616122840690979
"14149",2549,"jdt","Fold-41","Rep-5","NUC.UP","R-unsup",0.620121243110753,0.75230158054449,0.497120921305182
"14150",2550,"jdt","Fold-41","Rep-5","EXP.UP","R-unsup",0.505394377179024,0.542254698621627,0.255278310940499
"14151",2551,"jdt","Fold-41","Rep-5","REXP.UP","R-unsup",0.524348788904449,0.618012182479821,0.307101727447217
"14152",2552,"jdt","Fold-41","Rep-5","SEXP.UP","R-unsup",0.531551255486912,0.582334956669058,0.312859884836852
"14153",2553,"jdt","Fold-51","Rep-5","EALR","EALR",0.503169999947958,0.393281624116011,0
"14155",2555,"jdt","Fold-51","Rep-5","NaiveBayes","R-non-EA",0.683408533824609,0.216122240733656,0.00394477317554241
"14156",2556,"jdt","Fold-51","Rep-5","NaiveBayes","R-ad",0.683408533824609,0.302666011161775,0.136094674556213
"14157",2557,"jdt","Fold-51","Rep-5","NaiveBayes","R-ee",0.683408533824609,0.889499105360877,0.73767258382643
"14158",2558,"jdt","Fold-51","Rep-5","NaiveBayes","R-dd",0.683408533824609,0.519236431481165,0.453648915187377
"14159",2559,"jdt","Fold-51","Rep-5","SimpleLogistic","R-non-EA",0.70960770844067,0.239339276589783,0.0019723865877712
"14160",2560,"jdt","Fold-51","Rep-5","SimpleLogistic","R-ad",0.70960770844067,0.24507643265647,0.0157790927021696
"14161",2561,"jdt","Fold-51","Rep-5","SimpleLogistic","R-ee",0.70960770844067,0.898575406010668,0.759368836291913
"14162",2562,"jdt","Fold-51","Rep-5","SimpleLogistic","R-dd",0.70960770844067,0.616934099021312,0.554240631163708
"14163",2563,"jdt","Fold-51","Rep-5","LMT","R-non-EA",0.720356304611429,0.413526650164719,0.126232741617357
"14164",2564,"jdt","Fold-51","Rep-5","LMT","R-ad",0.720356304611429,0.448409010530231,0.159763313609467
"14165",2565,"jdt","Fold-51","Rep-5","LMT","R-ee",0.720356304611429,0.902058450209031,0.755424063116371
"14166",2566,"jdt","Fold-51","Rep-5","LMT","R-dd",0.720356304611429,0.630698604417622,0.554240631163708
"14167",2567,"jdt","Fold-51","Rep-5","RBFNetwork","R-non-EA",0.499316950555026,0.77232574488588,0.489151873767258
"14168",2568,"jdt","Fold-51","Rep-5","RBFNetwork","R-ad",0.499316950555026,0.797448733535219,0.499013806706114
"14169",2569,"jdt","Fold-51","Rep-5","RBFNetwork","R-ee",0.499316950555026,0.896138122049385,0.757396449704142
"14170",2570,"jdt","Fold-51","Rep-5","RBFNetwork","R-dd",0.499316950555026,0.6289825230026,0.441814595660749
"14171",2571,"jdt","Fold-51","Rep-5","JRip","R-non-EA",0.670927268895099,0.329540343578937,0.0966469428007889
"14172",2572,"jdt","Fold-51","Rep-5","JRip","R-ad",0.670927268895099,0.538016454853735,0.396449704142012
"14173",2573,"jdt","Fold-51","Rep-5","JRip","R-ee",0.670927268895099,0.896563088513568,0.757396449704142
"14174",2574,"jdt","Fold-51","Rep-5","JRip","R-dd",0.670927268895099,0.615050795952214,0.552268244575937
"14175",2575,"jdt","Fold-51","Rep-5","Logistic","R-non-EA",0.708301457692568,0.239486362517439,0.0019723865877712
"14176",2576,"jdt","Fold-51","Rep-5","Logistic","R-ad",0.708301457692568,0.246610501912428,0.019723865877712
"14177",2577,"jdt","Fold-51","Rep-5","Logistic","R-ee",0.708301457692568,0.898448858233659,0.759368836291913
"14178",2578,"jdt","Fold-51","Rep-5","Logistic","R-dd",0.708301457692568,0.617961276473969,0.554240631163708
"14179",2579,"jdt","Fold-51","Rep-5","RandomForest","R-non-EA",0.73899151977851,0.448918061206952,0.2465483234714
"14180",2580,"jdt","Fold-51","Rep-5","RandomForest","R-ad",0.73899151977851,0.49618066598455,0.309664694280079
"14181",2581,"jdt","Fold-51","Rep-5","RandomForest","R-ee",0.73899151977851,0.903666604520172,0.763313609467456
"14182",2582,"jdt","Fold-51","Rep-5","RandomForest","R-dd",0.73899151977851,0.657014789576326,0.587771203155819
"14183",2583,"jdt","Fold-51","Rep-5","SMO","R-non-EA",0.641859286610149,0.42155238032963,0.143984220907298
"14184",2584,"jdt","Fold-51","Rep-5","SMO","R-ad",0.641859286610149,0.655384577404992,0.593688362919132
"14185",2585,"jdt","Fold-51","Rep-5","SMO","R-ee",0.641859286610149,0.655384459043122,0.593688362919132
"14186",2586,"jdt","Fold-51","Rep-5","SMO","R-dd",0.641859286610149,0.653493476668776,0.593688362919132
"14187",2587,"jdt","Fold-51","Rep-5","J48","R-non-EA",0.707381292511696,0.322585802562985,0.0216962524654832
"14188",2588,"jdt","Fold-51","Rep-5","J48","R-ad",0.707381292511696,0.424378061638778,0.248520710059172
"14189",2589,"jdt","Fold-51","Rep-5","J48","R-ee",0.707381292511696,0.890988698958825,0.747534516765286
"14190",2590,"jdt","Fold-51","Rep-5","J48","R-dd",0.707381292511696,0.640471748775277,0.570019723865878
"14191",2591,"jdt","Fold-51","Rep-5","Ridor","R-non-EA",0.625038380873575,0.578714326835093,0.313609467455621
"14192",2592,"jdt","Fold-51","Rep-5","Ridor","R-ad",0.625038380873575,0.608502283459106,0.370808678500986
"14193",2593,"jdt","Fold-51","Rep-5","Ridor","R-ee",0.625038380873575,0.608502283459106,0.370808678500986
"14194",2594,"jdt","Fold-51","Rep-5","Ridor","R-dd",0.625038380873575,0.593523157995702,0.370808678500986
"14195",2595,"jdt","Fold-51","Rep-5","IBk","R-non-EA",0.695439636643716,0.403175634776624,0.203155818540434
"14196",2596,"jdt","Fold-51","Rep-5","IBk","R-ad",0.695439636643716,0.467291748337307,0.272189349112426
"14197",2597,"jdt","Fold-51","Rep-5","IBk","R-ee",0.695439636643716,0.88538460530322,0.741617357001972
"14198",2598,"jdt","Fold-51","Rep-5","IBk","R-dd",0.695439636643716,0.592181289497044,0.52465483234714
"14199",2599,"jdt","Fold-51","Rep-5","NS.UP","R-unsup",0.48356127669097,0.0396749935014986,0
"14200",2600,"jdt","Fold-51","Rep-5","ND.UP","R-unsup",0.385568401221943,0.700475185041317,0.0216962524654832
"14201",2601,"jdt","Fold-51","Rep-5","NF.UP","R-unsup",0.662571947874871,0.766746852886029,0.487179487179487
"14202",2602,"jdt","Fold-51","Rep-5","Entropy.UP","R-unsup",0.60431661228292,0.572919467010963,0.49112426035503
"14203",2603,"jdt","Fold-51","Rep-5","LT.UP","R-unsup",0.612517108762288,0.823259234252754,0.579881656804734
"14204",2604,"jdt","Fold-51","Rep-5","FIX.UP","R-unsup",0.431949084843848,0.0975481149108492,0
"14205",2605,"jdt","Fold-51","Rep-5","NDEV.UP","R-unsup",0.549942298584982,0.381571028552991,0
"14206",2606,"jdt","Fold-51","Rep-5","AGE.UP","R-unsup",0.575126982144437,0.508462708119215,0
"14207",2607,"jdt","Fold-51","Rep-5","NUC.UP","R-unsup",0.628070469885976,0.582613436799641,0.0276134122287968
"14208",2608,"jdt","Fold-51","Rep-5","EXP.UP","R-unsup",0.528974632194137,0.648834620816472,0.274161735700197
"14209",2609,"jdt","Fold-51","Rep-5","REXP.UP","R-unsup",0.550162500715576,0.717403062902243,0.323471400394477
"14210",2610,"jdt","Fold-51","Rep-5","SEXP.UP","R-unsup",0.549375367545654,0.676274192724971,0.347140039447732
"14211",2611,"jdt","Fold-61","Rep-5","EALR","EALR",0.483562221067919,0.515228957034998,0.205645161290323
"14213",2613,"jdt","Fold-61","Rep-5","NaiveBayes","R-non-EA",0.696439740069753,0.323580466160058,0.0342741935483871
"14214",2614,"jdt","Fold-61","Rep-5","NaiveBayes","R-ad",0.696439740069753,0.364768529907895,0.125
"14215",2615,"jdt","Fold-61","Rep-5","NaiveBayes","R-ee",0.696439740069753,0.844269488619996,0.643145161290323
"14216",2616,"jdt","Fold-61","Rep-5","NaiveBayes","R-dd",0.696439740069753,0.514321800640748,0.383064516129032
"14217",2617,"jdt","Fold-61","Rep-5","SimpleLogistic","R-non-EA",0.738860605514507,0.344515385428863,0.0161290322580645
