"","X","Dataset","Fold","Repeat","Method","MethodType","AUC","Popt","ACC"
"3763",3763,"bugzilla","Fold-51","Rep-7","LT.UP","R-unsup",0.602566859555834,0.711123078176653,0.402173913043478
"3764",3764,"bugzilla","Fold-51","Rep-7","FIX.UP","R-unsup",0.430931341883015,0.0392580514397921,0
"3765",3765,"bugzilla","Fold-51","Rep-7","NDEV.UP","R-unsup",0.57752385048483,0.507392124540541,0.168478260869565
"3766",3766,"bugzilla","Fold-51","Rep-7","AGE.UP","R-unsup",0.552060525492649,0.66922020879214,0.309782608695652
"3767",3767,"bugzilla","Fold-51","Rep-7","NUC.UP","R-unsup",0.375791757898029,0.585877150081907,0.00543478260869565
"3768",3768,"bugzilla","Fold-51","Rep-7","EXP.UP","R-unsup",0.485464888958399,0.471354144210287,0.190217391304348
"3769",3769,"bugzilla","Fold-51","Rep-7","REXP.UP","R-unsup",0.51290272130122,0.493998740465151,0.217391304347826
"3770",3770,"bugzilla","Fold-51","Rep-7","SEXP.UP","R-unsup",0.510713168595558,0.507035063069519,0.21195652173913
"3771",3771,"bugzilla","Fold-61","Rep-7","EALR","EALR",0.473171761017664,0.755457603944402,0.432748538011696
"3773",3773,"bugzilla","Fold-61","Rep-7","NaiveBayes","R-non-EA",0.69383653865477,0.298977727207021,0.105263157894737
"3774",3774,"bugzilla","Fold-61","Rep-7","NaiveBayes","R-ad",0.69383653865477,0.449438726057987,0.298245614035088
"3775",3775,"bugzilla","Fold-61","Rep-7","NaiveBayes","R-ee",0.69383653865477,0.87771749824707,0.695906432748538
"3776",3776,"bugzilla","Fold-61","Rep-7","NaiveBayes","R-dd",0.69383653865477,0.470888107133436,0.35672514619883
"3777",3777,"bugzilla","Fold-61","Rep-7","SimpleLogistic","R-non-EA",0.689475693816443,0.507605992250381,0.0994152046783626
"3778",3778,"bugzilla","Fold-61","Rep-7","SimpleLogistic","R-ad",0.689475693816443,0.707360933259163,0.350877192982456
"3779",3779,"bugzilla","Fold-61","Rep-7","SimpleLogistic","R-ee",0.689475693816443,0.931974086830645,0.795321637426901
"3780",3780,"bugzilla","Fold-61","Rep-7","SimpleLogistic","R-dd",0.689475693816443,0.74377926504092,0.578947368421053
"3781",3781,"bugzilla","Fold-61","Rep-7","LMT","R-non-EA",0.749000221056651,0.636777042056835,0.157894736842105
"3782",3782,"bugzilla","Fold-61","Rep-7","LMT","R-ad",0.749000221056651,0.687777872617468,0.263157894736842
"3783",3783,"bugzilla","Fold-61","Rep-7","LMT","R-ee",0.749000221056651,0.942557596293225,0.801169590643275
"3784",3784,"bugzilla","Fold-61","Rep-7","LMT","R-dd",0.749000221056651,0.79435243156732,0.625730994152047
"3785",3785,"bugzilla","Fold-61","Rep-7","RBFNetwork","R-non-EA",0.62360081188079,0.365136378040641,0.222222222222222
"3786",3786,"bugzilla","Fold-61","Rep-7","RBFNetwork","R-ad",0.62360081188079,0.664669173806351,0.391812865497076
"3787",3787,"bugzilla","Fold-61","Rep-7","RBFNetwork","R-ee",0.62360081188079,0.923161050298513,0.789473684210526
"3788",3788,"bugzilla","Fold-61","Rep-7","RBFNetwork","R-dd",0.62360081188079,0.490834540773568,0.391812865497076
"3789",3789,"bugzilla","Fold-61","Rep-7","JRip","R-non-EA",0.701000783746307,0.662952394375362,0.321637426900585
"3790",3790,"bugzilla","Fold-61","Rep-7","JRip","R-ad",0.701000783746307,0.774498077531211,0.39766081871345
"3791",3791,"bugzilla","Fold-61","Rep-7","JRip","R-ee",0.701000783746307,0.929859551546325,0.789473684210526
"3792",3792,"bugzilla","Fold-61","Rep-7","JRip","R-dd",0.701000783746307,0.803657894033185,0.637426900584795
"3793",3793,"bugzilla","Fold-61","Rep-7","Logistic","R-non-EA",0.704005144591146,0.455780448066515,0.105263157894737
"3794",3794,"bugzilla","Fold-61","Rep-7","Logistic","R-ad",0.704005144591146,0.645022057864841,0.269005847953216
"3795",3795,"bugzilla","Fold-61","Rep-7","Logistic","R-ee",0.704005144591146,0.930416739441835,0.795321637426901
"3796",3796,"bugzilla","Fold-61","Rep-7","Logistic","R-dd",0.704005144591146,0.712444625593563,0.578947368421053
"3797",3797,"bugzilla","Fold-61","Rep-7","RandomForest","R-non-EA",0.771025501899078,0.644963183382971,0.187134502923977
"3798",3798,"bugzilla","Fold-61","Rep-7","RandomForest","R-ad",0.771025501899078,0.703046847762084,0.327485380116959
"3799",3799,"bugzilla","Fold-61","Rep-7","RandomForest","R-ee",0.771025501899078,0.93838339659008,0.795321637426901
"3800",3800,"bugzilla","Fold-61","Rep-7","RandomForest","R-dd",0.771025501899078,0.754104904414455,0.584795321637427
"3801",3801,"bugzilla","Fold-61","Rep-7","SMO","R-non-EA",0.650539579188521,0.620390865411342,0.280701754385965
"3802",3802,"bugzilla","Fold-61","Rep-7","SMO","R-ad",0.650539579188521,0.755286868243884,0.596491228070175
"3803",3803,"bugzilla","Fold-61","Rep-7","SMO","R-ee",0.650539579188521,0.755286868243884,0.596491228070175
"3804",3804,"bugzilla","Fold-61","Rep-7","SMO","R-dd",0.650539579188521,0.755287339239583,0.596491228070175
"3805",3805,"bugzilla","Fold-61","Rep-7","J48","R-non-EA",0.733656879885854,0.640038452342423,0.233918128654971
"3806",3806,"bugzilla","Fold-61","Rep-7","J48","R-ad",0.733656879885854,0.696146289529971,0.333333333333333
"3807",3807,"bugzilla","Fold-61","Rep-7","J48","R-ee",0.733656879885854,0.92927740082024,0.771929824561403
"3808",3808,"bugzilla","Fold-61","Rep-7","J48","R-dd",0.733656879885854,0.804376633729047,0.637426900584795
"3809",3809,"bugzilla","Fold-61","Rep-7","Ridor","R-non-EA",0.634412491710376,0.621619928681793,0.257309941520468
"3810",3810,"bugzilla","Fold-61","Rep-7","Ridor","R-ad",0.634412491710376,0.768803503639506,0.614035087719298
"3811",3811,"bugzilla","Fold-61","Rep-7","Ridor","R-ee",0.634412491710376,0.768803503639506,0.614035087719298
"3812",3812,"bugzilla","Fold-61","Rep-7","Ridor","R-dd",0.634412491710376,0.766488559628219,0.614035087719298
"3813",3813,"bugzilla","Fold-61","Rep-7","IBk","R-non-EA",0.750889250617954,0.603126045638518,0.192982456140351
"3814",3814,"bugzilla","Fold-61","Rep-7","IBk","R-ad",0.750889250617954,0.680177650034362,0.239766081871345
"3815",3815,"bugzilla","Fold-61","Rep-7","IBk","R-ee",0.750889250617954,0.941590877437939,0.801169590643275
"3816",3816,"bugzilla","Fold-61","Rep-7","IBk","R-dd",0.750889250617954,0.697301877338612,0.538011695906433
"3817",3817,"bugzilla","Fold-61","Rep-7","NS.UP","R-unsup",0.404041317497639,0.435089370325644,0
"3818",3818,"bugzilla","Fold-61","Rep-7","ND.UP","R-unsup",0.397419666003497,0.442229665597337,0
"3819",3819,"bugzilla","Fold-61","Rep-7","NF.UP","R-unsup",0.353801169590643,0.715458762860417,0.192982456140351
"3820",3820,"bugzilla","Fold-61","Rep-7","Entropy.UP","R-unsup",0.369556479974277,0.569044794923217,0.192982456140351
"3821",3821,"bugzilla","Fold-61","Rep-7","LT.UP","R-unsup",0.573441048210446,0.76730385328305,0.444444444444444
"3822",3822,"bugzilla","Fold-61","Rep-7","FIX.UP","R-unsup",0.452975221559052,0.0755649063867271,0
"3823",3823,"bugzilla","Fold-61","Rep-7","NDEV.UP","R-unsup",0.479230722855248,0.610273641352439,0.321637426900585
"3824",3824,"bugzilla","Fold-61","Rep-7","AGE.UP","R-unsup",0.538624625710898,0.783776457598965,0.467836257309941
"3825",3825,"bugzilla","Fold-61","Rep-7","NUC.UP","R-unsup",0.368662205341532,0.703626643528305,0.0409356725146199
"3826",3826,"bugzilla","Fold-61","Rep-7","EXP.UP","R-unsup",0.520508028375635,0.61355812982224,0.274853801169591
"3827",3827,"bugzilla","Fold-61","Rep-7","REXP.UP","R-unsup",0.510188701995539,0.622846165644108,0.257309941520468
"3828",3828,"bugzilla","Fold-61","Rep-7","SEXP.UP","R-unsup",0.546140551837785,0.637833014290749,0.263157894736842
"3829",3829,"bugzilla","Fold-71","Rep-7","EALR","EALR",0.534672281611057,0.8238040531858,0.619047619047619
"3831",3831,"bugzilla","Fold-71","Rep-7","NaiveBayes","R-non-EA",0.691070078825181,0.363709516025205,0.163265306122449
"3832",3832,"bugzilla","Fold-71","Rep-7","NaiveBayes","R-ad",0.691070078825181,0.604099849256491,0.312925170068027
"3833",3833,"bugzilla","Fold-71","Rep-7","NaiveBayes","R-ee",0.691070078825181,0.924807438375494,0.782312925170068
"3834",3834,"bugzilla","Fold-71","Rep-7","NaiveBayes","R-dd",0.691070078825181,0.45764932559583,0.380952380952381
"3835",3835,"bugzilla","Fold-71","Rep-7","SimpleLogistic","R-non-EA",0.731432890616564,0.470308342615618,0.251700680272109
"3836",3836,"bugzilla","Fold-71","Rep-7","SimpleLogistic","R-ad",0.731432890616564,0.741655447495503,0.448979591836735
"3837",3837,"bugzilla","Fold-71","Rep-7","SimpleLogistic","R-ee",0.731432890616564,0.951478517663114,0.863945578231292
"3838",3838,"bugzilla","Fold-71","Rep-7","SimpleLogistic","R-dd",0.731432890616564,0.667120515598725,0.605442176870748
"3839",3839,"bugzilla","Fold-71","Rep-7","LMT","R-non-EA",0.793607601770867,0.754586836799768,0.380952380952381
"3840",3840,"bugzilla","Fold-71","Rep-7","LMT","R-ad",0.793607601770867,0.799726493783449,0.380952380952381
"3841",3841,"bugzilla","Fold-71","Rep-7","LMT","R-ee",0.793607601770867,0.959974803379909,0.891156462585034
"3842",3842,"bugzilla","Fold-71","Rep-7","LMT","R-dd",0.793607601770867,0.792641034100718,0.700680272108844
"3843",3843,"bugzilla","Fold-71","Rep-7","RBFNetwork","R-non-EA",0.615689450383328,0.333837195800852,0.204081632653061
"3844",3844,"bugzilla","Fold-71","Rep-7","RBFNetwork","R-ad",0.615689450383328,0.68289906196477,0.448979591836735
"3845",3845,"bugzilla","Fold-71","Rep-7","RBFNetwork","R-ee",0.615689450383328,0.945292516341032,0.850340136054422
"3846",3846,"bugzilla","Fold-71","Rep-7","RBFNetwork","R-dd",0.615689450383328,0.505077225248252,0.448979591836735
"3847",3847,"bugzilla","Fold-71","Rep-7","JRip","R-non-EA",0.682474894719793,0.675808249081503,0.346938775510204
"3848",3848,"bugzilla","Fold-71","Rep-7","JRip","R-ad",0.682474894719793,0.830969965127959,0.387755102040816
"3849",3849,"bugzilla","Fold-71","Rep-7","JRip","R-ee",0.682474894719793,0.948283416743276,0.850340136054422
"3850",3850,"bugzilla","Fold-71","Rep-7","JRip","R-dd",0.682474894719793,0.737622919788291,0.578231292517007
"3851",3851,"bugzilla","Fold-71","Rep-7","Logistic","R-non-EA",0.736831875607386,0.466511818302629,0.149659863945578
"3852",3852,"bugzilla","Fold-71","Rep-7","Logistic","R-ad",0.736831875607386,0.736010254837851,0.442176870748299
"3853",3853,"bugzilla","Fold-71","Rep-7","Logistic","R-ee",0.736831875607386,0.952282567165186,0.863945578231292
"3854",3854,"bugzilla","Fold-71","Rep-7","Logistic","R-dd",0.736831875607386,0.667286143176703,0.605442176870748
"3855",3855,"bugzilla","Fold-71","Rep-7","RandomForest","R-non-EA",0.773890508584386,0.786220760850827,0.394557823129252
"3856",3856,"bugzilla","Fold-71","Rep-7","RandomForest","R-ad",0.773890508584386,0.812117546847091,0.401360544217687
"3857",3857,"bugzilla","Fold-71","Rep-7","RandomForest","R-ee",0.773890508584386,0.958589955184216,0.877551020408163
"3858",3858,"bugzilla","Fold-71","Rep-7","RandomForest","R-dd",0.773890508584386,0.797279393670621,0.680272108843537
"3859",3859,"bugzilla","Fold-71","Rep-7","SMO","R-non-EA",0.651700680272109,0.677687303562752,0.517006802721088
"3860",3860,"bugzilla","Fold-71","Rep-7","SMO","R-ad",0.651700680272109,0.746444005677383,0.639455782312925
"3861",3861,"bugzilla","Fold-71","Rep-7","SMO","R-ee",0.651700680272109,0.746444005677383,0.639455782312925
"3862",3862,"bugzilla","Fold-71","Rep-7","SMO","R-dd",0.651700680272109,0.746444005677383,0.639455782312925
"3863",3863,"bugzilla","Fold-71","Rep-7","J48","R-non-EA",0.7668826260663,0.802707475472231,0.414965986394558
"3864",3864,"bugzilla","Fold-71","Rep-7","J48","R-ad",0.7668826260663,0.819965491936129,0.45578231292517
"3865",3865,"bugzilla","Fold-71","Rep-7","J48","R-ee",0.7668826260663,0.951582743365561,0.891156462585034
"3866",3866,"bugzilla","Fold-71","Rep-7","J48","R-dd",0.7668826260663,0.820113171532656,0.72108843537415
"3867",3867,"bugzilla","Fold-71","Rep-7","Ridor","R-non-EA",0.632199546485261,0.522729158421625,0.272108843537415
"3868",3868,"bugzilla","Fold-71","Rep-7","Ridor","R-ad",0.632199546485261,0.891674364312439,0.802721088435374
"3869",3869,"bugzilla","Fold-71","Rep-7","Ridor","R-ee",0.632199546485261,0.878906555767178,0.802721088435374
"3870",3870,"bugzilla","Fold-71","Rep-7","Ridor","R-dd",0.632199546485261,0.878906555767178,0.802721088435374
"3871",3871,"bugzilla","Fold-71","Rep-7","IBk","R-non-EA",0.747284310549617,0.746987490690723,0.299319727891156
"3872",3872,"bugzilla","Fold-71","Rep-7","IBk","R-ad",0.747284310549617,0.792383618514983,0.442176870748299
"3873",3873,"bugzilla","Fold-71","Rep-7","IBk","R-ee",0.747284310549617,0.955194747193849,0.870748299319728
"3874",3874,"bugzilla","Fold-71","Rep-7","IBk","R-dd",0.747284310549617,0.732688886596959,0.591836734693878
"3875",3875,"bugzilla","Fold-71","Rep-7","NS.UP","R-unsup",0.419069214987582,0.510844119772252,0
"3876",3876,"bugzilla","Fold-71","Rep-7","ND.UP","R-unsup",0.414858006694741,0.509294116412441,0
"3877",3877,"bugzilla","Fold-71","Rep-7","NF.UP","R-unsup",0.660349854227405,0.788262294640879,0.503401360544218
"3878",3878,"bugzilla","Fold-71","Rep-7","Entropy.UP","R-unsup",0.63403520138214,0.665601370917072,0.537414965986395
"3879",3879,"bugzilla","Fold-71","Rep-7","LT.UP","R-unsup",0.603379764604254,0.530816885871667,0
"3880",3880,"bugzilla","Fold-71","Rep-7","FIX.UP","R-unsup",0.429478458049887,0.0375439318559208,0
"3881",3881,"bugzilla","Fold-71","Rep-7","NDEV.UP","R-unsup",0.490227837166613,0.702124772144809,0.496598639455782
"3882",3882,"bugzilla","Fold-71","Rep-7","AGE.UP","R-unsup",0.491545189504373,0.852948682822338,0.63265306122449
"3883",3883,"bugzilla","Fold-71","Rep-7","NUC.UP","R-unsup",0.349487096425872,0.793961017107186,0.537414965986395
"3884",3884,"bugzilla","Fold-71","Rep-7","EXP.UP","R-unsup",0.564971385379549,0.636389356556559,0.489795918367347
"3885",3885,"bugzilla","Fold-71","Rep-7","REXP.UP","R-unsup",0.547349098369507,0.613472607612173,0.421768707482993
"3886",3886,"bugzilla","Fold-71","Rep-7","SEXP.UP","R-unsup",0.522146636432351,0.651604422892716,0.517006802721088
"3887",3887,"bugzilla","Fold-81","Rep-7","EALR","EALR",0.540119148266845,0.678014130318,0.320441988950276
"3889",3889,"bugzilla","Fold-81","Rep-7","NaiveBayes","R-non-EA",0.66439904838678,0.29123621860358,0.0662983425414365
"3890",3890,"bugzilla","Fold-81","Rep-7","NaiveBayes","R-ad",0.66439904838678,0.379112500202875,0.226519337016575
"3891",3891,"bugzilla","Fold-81","Rep-7","NaiveBayes","R-ee",0.66439904838678,0.884223316668059,0.685082872928177
"3892",3892,"bugzilla","Fold-81","Rep-7","NaiveBayes","R-dd",0.66439904838678,0.413071533571225,0.303867403314917
"3893",3893,"bugzilla","Fold-81","Rep-7","SimpleLogistic","R-non-EA",0.709659660643715,0.367143840686938,0.0607734806629834
"3894",3894,"bugzilla","Fold-81","Rep-7","SimpleLogistic","R-ad",0.709659660643715,0.427732944110416,0.176795580110497
"3895",3895,"bugzilla","Fold-81","Rep-7","SimpleLogistic","R-ee",0.709659660643715,0.935640766549095,0.767955801104972
"3896",3896,"bugzilla","Fold-81","Rep-7","SimpleLogistic","R-dd",0.709659660643715,0.670520309409775,0.56353591160221
"3897",3897,"bugzilla","Fold-81","Rep-7","LMT","R-non-EA",0.731188926682527,0.413849150413011,0.12707182320442
"3898",3898,"bugzilla","Fold-81","Rep-7","LMT","R-ad",0.731188926682527,0.460021111274528,0.187845303867403
"3899",3899,"bugzilla","Fold-81","Rep-7","LMT","R-ee",0.731188926682527,0.937310704012816,0.762430939226519
"3900",3900,"bugzilla","Fold-81","Rep-7","LMT","R-dd",0.731188926682527,0.6663045992816,0.552486187845304
"3901",3901,"bugzilla","Fold-81","Rep-7","RBFNetwork","R-non-EA",0.574398851772478,0.293126275478894,0.116022099447514
"3902",3902,"bugzilla","Fold-81","Rep-7","RBFNetwork","R-ad",0.574398851772478,0.509226451662762,0.325966850828729
"3903",3903,"bugzilla","Fold-81","Rep-7","RBFNetwork","R-ee",0.574398851772478,0.929213875569257,0.767955801104972
"3904",3904,"bugzilla","Fold-81","Rep-7","RBFNetwork","R-dd",0.574398851772478,0.431409964330018,0.325966850828729
"3905",3905,"bugzilla","Fold-81","Rep-7","JRip","R-non-EA",0.616690588073376,0.515879963287568,0.171270718232044
"3906",3906,"bugzilla","Fold-81","Rep-7","JRip","R-ad",0.616690588073376,0.712479578830176,0.331491712707182
"3907",3907,"bugzilla","Fold-81","Rep-7","JRip","R-ee",0.616690588073376,0.93085339569659,0.762430939226519
"3908",3908,"bugzilla","Fold-81","Rep-7","JRip","R-dd",0.616690588073376,0.606950998812633,0.447513812154696
"3909",3909,"bugzilla","Fold-81","Rep-7","Logistic","R-non-EA",0.707378934743713,0.358782079108191,0.0331491712707182
"3910",3910,"bugzilla","Fold-81","Rep-7","Logistic","R-ad",0.707378934743713,0.419029393303099,0.160220994475138
"3911",3911,"bugzilla","Fold-81","Rep-7","Logistic","R-ee",0.707378934743713,0.935310819221912,0.773480662983425
"3912",3912,"bugzilla","Fold-81","Rep-7","Logistic","R-dd",0.707378934743713,0.672748672905925,0.569060773480663
"3913",3913,"bugzilla","Fold-81","Rep-7","RandomForest","R-non-EA",0.746161105758833,0.516837994635855,0.12707182320442
"3914",3914,"bugzilla","Fold-81","Rep-7","RandomForest","R-ad",0.746161105758833,0.553845267890974,0.215469613259669
"3915",3915,"bugzilla","Fold-81","Rep-7","RandomForest","R-ee",0.746161105758833,0.939818396587916,0.767955801104972
"3916",3916,"bugzilla","Fold-81","Rep-7","RandomForest","R-dd",0.746161105758833,0.686206158134785,0.541436464088398
"3917",3917,"bugzilla","Fold-81","Rep-7","SMO","R-non-EA",0.648964825701421,0.468325520694135,0.204419889502762
"3918",3918,"bugzilla","Fold-81","Rep-7","SMO","R-ad",0.648964825701421,0.70593542987472,0.591160220994475
"3919",3919,"bugzilla","Fold-81","Rep-7","SMO","R-ee",0.648964825701421,0.70593542987472,0.591160220994475
"3920",3920,"bugzilla","Fold-81","Rep-7","SMO","R-dd",0.648964825701421,0.70593542987472,0.591160220994475
"3921",3921,"bugzilla","Fold-81","Rep-7","J48","R-non-EA",0.735278504158392,0.422882184047927,0.110497237569061
"3922",3922,"bugzilla","Fold-81","Rep-7","J48","R-ad",0.735278504158392,0.507114881297311,0.198895027624309
"3923",3923,"bugzilla","Fold-81","Rep-7","J48","R-ee",0.735278504158392,0.92628637660126,0.779005524861878
"3924",3924,"bugzilla","Fold-81","Rep-7","J48","R-dd",0.735278504158392,0.71228360717261,0.596685082872928
"3925",3925,"bugzilla","Fold-81","Rep-7","Ridor","R-non-EA",0.593028056860856,0.453914182778713,0.160220994475138
"3926",3926,"bugzilla","Fold-81","Rep-7","Ridor","R-ad",0.593028056860856,0.484407956826289,0.281767955801105
"3927",3927,"bugzilla","Fold-81","Rep-7","Ridor","R-ee",0.593028056860856,0.484407956826289,0.281767955801105
"3928",3928,"bugzilla","Fold-81","Rep-7","Ridor","R-dd",0.593028056860856,0.472052230448602,0.281767955801105
"3929",3929,"bugzilla","Fold-81","Rep-7","IBk","R-non-EA",0.707329781168282,0.472567236091984,0.176795580110497
"3930",3930,"bugzilla","Fold-81","Rep-7","IBk","R-ad",0.707329781168282,0.532687772608333,0.220994475138122
"3931",3931,"bugzilla","Fold-81","Rep-7","IBk","R-ee",0.707329781168282,0.924862564465357,0.751381215469613
"3932",3932,"bugzilla","Fold-81","Rep-7","IBk","R-dd",0.707329781168282,0.599085899536196,0.469613259668508
"3933",3933,"bugzilla","Fold-81","Rep-7","NS.UP","R-unsup",0.431263640117182,0.44739580766028,0.0110497237569061
"3934",3934,"bugzilla","Fold-81","Rep-7","ND.UP","R-unsup",0.414610408761133,0.444621324465482,0.0110497237569061
"3935",3935,"bugzilla","Fold-81","Rep-7","NF.UP","R-unsup",0.364650714692987,0.671896985244948,0.0220994475138122
"3936",3936,"bugzilla","Fold-81","Rep-7","Entropy.UP","R-unsup",0.400129765439138,0.551227979388815,0.0220994475138122
"3937",3937,"bugzilla","Fold-81","Rep-7","LT.UP","R-unsup",0.591592772458269,0.779797656759799,0.419889502762431
"3938",3938,"bugzilla","Fold-81","Rep-7","FIX.UP","R-unsup",0.451298637462889,0.057644189991738,0.0662983425414365
"3939",3939,"bugzilla","Fold-81","Rep-7","NDEV.UP","R-unsup",0.523416763335365,0.62040244754933,0.386740331491713
"3940",3940,"bugzilla","Fold-81","Rep-7","AGE.UP","R-unsup",0.542694795619433,0.727813189894013,0.392265193370166
"3941",3941,"bugzilla","Fold-81","Rep-7","NUC.UP","R-unsup",0.391793319046027,0.668963913837489,0.0331491712707182
"3942",3942,"bugzilla","Fold-81","Rep-7","EXP.UP","R-unsup",0.47096006763532,0.645562266439182,0.30939226519337
"3943",3943,"bugzilla","Fold-81","Rep-7","REXP.UP","R-unsup",0.47015394899825,0.663795513457691,0.325966850828729
"3944",3944,"bugzilla","Fold-81","Rep-7","SEXP.UP","R-unsup",0.523829653368986,0.706696560772254,0.403314917127072
"3945",3945,"bugzilla","Fold-91","Rep-7","EALR","EALR",0.603633705753367,0.739593935517998,0.356687898089172
"3947",3947,"bugzilla","Fold-91","Rep-7","NaiveBayes","R-non-EA",0.64406390310118,0.277878010229811,0.0700636942675159
"3948",3948,"bugzilla","Fold-91","Rep-7","NaiveBayes","R-ad",0.64406390310118,0.35792217961926,0.229299363057325
"3949",3949,"bugzilla","Fold-91","Rep-7","NaiveBayes","R-ee",0.64406390310118,0.860367880698012,0.64968152866242
"3950",3950,"bugzilla","Fold-91","Rep-7","NaiveBayes","R-dd",0.64406390310118,0.405861219711472,0.312101910828025
"3951",3951,"bugzilla","Fold-91","Rep-7","SimpleLogistic","R-non-EA",0.707434478437924,0.58784644398759,0.165605095541401
"3952",3952,"bugzilla","Fold-91","Rep-7","SimpleLogistic","R-ad",0.707434478437924,0.635347659795171,0.178343949044586
"3953",3953,"bugzilla","Fold-91","Rep-7","SimpleLogistic","R-ee",0.707434478437924,0.925606265346917,0.75796178343949
"3954",3954,"bugzilla","Fold-91","Rep-7","SimpleLogistic","R-dd",0.707434478437924,0.717000194919621,0.592356687898089
"3955",3955,"bugzilla","Fold-91","Rep-7","LMT","R-non-EA",0.753471859663778,0.680436585415259,0.152866242038217
"3956",3956,"bugzilla","Fold-91","Rep-7","LMT","R-ad",0.753471859663778,0.691363098291379,0.191082802547771
"3957",3957,"bugzilla","Fold-91","Rep-7","LMT","R-ee",0.753471859663778,0.935005424488919,0.777070063694268
"3958",3958,"bugzilla","Fold-91","Rep-7","LMT","R-dd",0.753471859663778,0.736659713610778,0.598726114649682
"3959",3959,"bugzilla","Fold-91","Rep-7","RBFNetwork","R-non-EA",0.5390623368487,0.240515636698014,0.0573248407643312
"3960",3960,"bugzilla","Fold-91","Rep-7","RBFNetwork","R-ad",0.5390623368487,0.479121823337961,0.318471337579618
"3961",3961,"bugzilla","Fold-91","Rep-7","RBFNetwork","R-ee",0.5390623368487,0.91188872007212,0.738853503184713
"3962",3962,"bugzilla","Fold-91","Rep-7","RBFNetwork","R-dd",0.5390623368487,0.411640653990003,0.318471337579618
"3963",3963,"bugzilla","Fold-91","Rep-7","JRip","R-non-EA",0.676819463297484,0.587160683113689,0.286624203821656
"3964",3964,"bugzilla","Fold-91","Rep-7","JRip","R-ad",0.676819463297484,0.755465771958638,0.522292993630573
"3965",3965,"bugzilla","Fold-91","Rep-7","JRip","R-ee",0.676819463297484,0.928125108988291,0.770700636942675
"3966",3966,"bugzilla","Fold-91","Rep-7","JRip","R-dd",0.676819463297484,0.663991991849354,0.522292993630573
"3967",3967,"bugzilla","Fold-91","Rep-7","Logistic","R-non-EA",0.71452438133027,0.535345208809485,0.171974522292994
"3968",3968,"bugzilla","Fold-91","Rep-7","Logistic","R-ad",0.71452438133027,0.581383054653799,0.210191082802548
"3969",3969,"bugzilla","Fold-91","Rep-7","Logistic","R-ee",0.71452438133027,0.925621229257682,0.75796178343949
"3970",3970,"bugzilla","Fold-91","Rep-7","Logistic","R-dd",0.71452438133027,0.656407855003787,0.528662420382166
"3971",3971,"bugzilla","Fold-91","Rep-7","RandomForest","R-non-EA",0.769468518325154,0.666435757247591,0.191082802547771
"3972",3972,"bugzilla","Fold-91","Rep-7","RandomForest","R-ad",0.769468518325154,0.681267341994635,0.222929936305732
"3973",3973,"bugzilla","Fold-91","Rep-7","RandomForest","R-ee",0.769468518325154,0.931789209656946,0.764331210191083
"3974",3974,"bugzilla","Fold-91","Rep-7","RandomForest","R-dd",0.769468518325154,0.764470966597033,0.617834394904459
"3975",3975,"bugzilla","Fold-91","Rep-7","SMO","R-non-EA",0.63921896209669,0.562475861091881,0.318471337579618
"3976",3976,"bugzilla","Fold-91","Rep-7","SMO","R-ad",0.63921896209669,0.695969927727207,0.560509554140127
"3977",3977,"bugzilla","Fold-91","Rep-7","SMO","R-ee",0.63921896209669,0.695969927727207,0.560509554140127
"3978",3978,"bugzilla","Fold-91","Rep-7","SMO","R-dd",0.63921896209669,0.695969927727207,0.560509554140127
"3979",3979,"bugzilla","Fold-91","Rep-7","J48","R-non-EA",0.731899342173958,0.618010647286912,0.159235668789809
"3980",3980,"bugzilla","Fold-91","Rep-7","J48","R-ad",0.731899342173958,0.658014672060426,0.21656050955414
"3981",3981,"bugzilla","Fold-91","Rep-7","J48","R-ee",0.731899342173958,0.925468493864038,0.770700636942675
"3982",3982,"bugzilla","Fold-91","Rep-7","J48","R-dd",0.731899342173958,0.805955647289277,0.668789808917197
"3983",3983,"bugzilla","Fold-91","Rep-7","Ridor","R-non-EA",0.643583585674011,0.542578209496576,0.286624203821656
"3984",3984,"bugzilla","Fold-91","Rep-7","Ridor","R-ad",0.643583585674011,0.607426499516484,0.464968152866242
"3985",3985,"bugzilla","Fold-91","Rep-7","Ridor","R-ee",0.643583585674011,0.607426499516484,0.464968152866242
"3986",3986,"bugzilla","Fold-91","Rep-7","Ridor","R-dd",0.643583585674011,0.605047233340221,0.464968152866242
"3987",3987,"bugzilla","Fold-91","Rep-7","IBk","R-non-EA",0.715913125195782,0.645057449695251,0.267515923566879
"3988",3988,"bugzilla","Fold-91","Rep-7","IBk","R-ad",0.715913125195782,0.680623376805389,0.280254777070064
"3989",3989,"bugzilla","Fold-91","Rep-7","IBk","R-ee",0.715913125195782,0.931820943538306,0.78343949044586
"3990",3990,"bugzilla","Fold-91","Rep-7","IBk","R-dd",0.715913125195782,0.672161786058986,0.515923566878981
"3991",3991,"bugzilla","Fold-91","Rep-7","NS.UP","R-unsup",0.438707319619923,0.316449109115852,0
"3992",3992,"bugzilla","Fold-91","Rep-7","ND.UP","R-unsup",0.431157982666806,0.327966955368013,0
"3993",3993,"bugzilla","Fold-91","Rep-7","NF.UP","R-unsup",0.409940482405764,0.688574904293318,0.0636942675159236
"3994",3994,"bugzilla","Fold-91","Rep-7","Entropy.UP","R-unsup",0.431993317322752,0.581067522193262,0.0636942675159236
